;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh lub PLN/toe);wolumen (MWh lub toe);ukey
5115;5115;2016-07-20;TGEozeaTP;100.03;218159.22;2016-07-20/TGEozeaTP
5116;5116;2016-07-25;TGEbgTP;-;-;2016-07-25/TGEbgTP
5117;5117;2016-07-25;TGEefTP;-;-;2016-07-25/TGEefTP
5118;5118;2016-07-25;TGEkecTP16;-;-;2016-07-25/TGEkecTP16
5119;5119;2016-07-25;TGEkgmTP16;117.63;63193.17;2016-07-25/TGEkgmTP16
5120;5120;2016-07-25;TGEkmetTP16;-;-;2016-07-25/TGEkmetTP16
5121;5121;2016-07-25;TGEozeTP;-;-;2016-07-25/TGEozeTP
5122;5122;2016-07-25;TGEozeaTP;94.30;297328.14;2016-07-25/TGEozeaTP
5123;5123;2016-07-27;TGEbgTP;-;-;2016-07-27/TGEbgTP
5124;5124;2016-07-27;TGEefTP;-;-;2016-07-27/TGEefTP
5125;5125;2016-07-27;TGEkecTP16;10.60;200000.00;2016-07-27/TGEkecTP16
5126;5126;2016-07-27;TGEkgmTP16;119.20;45000.00;2016-07-27/TGEkgmTP16
5127;5127;2016-07-27;TGEkmetTP16;60.50;71.53;2016-07-27/TGEkmetTP16
5128;5128;2016-07-27;TGEozeTP;-;-;2016-07-27/TGEozeTP
5129;5129;2016-07-27;TGEozeaTP;119.82;165482.90;2016-07-27/TGEozeaTP
5130;5130;2016-08-01;TGEbgTP;-;-;2016-08-01/TGEbgTP
5131;5131;2016-08-01;TGEefTP;-;-;2016-08-01/TGEefTP
5132;5132;2016-08-01;TGEkecTP16;-;-;2016-08-01/TGEkecTP16
5133;5133;2016-08-01;TGEkgmTP16;108.00;625.00;2016-08-01/TGEkgmTP16
5134;5134;2016-08-01;TGEkmetTP16;-;-;2016-08-01/TGEkmetTP16
5135;5135;2016-08-01;TGEozeTP;-;-;2016-08-01/TGEozeTP
5136;5136;2016-08-01;TGEozeaTP;94.93;28062.69;2016-08-01/TGEozeaTP
5137;5137;2016-08-03;TGEbgTP;-;-;2016-08-03/TGEbgTP
5138;5138;2016-08-03;TGEefTP;-;-;2016-08-03/TGEefTP
5139;5139;2016-08-03;TGEkecTP16;-;-;2016-08-03/TGEkecTP16
5140;5140;2016-08-03;TGEkgmTP16;120.94;18276.78;2016-08-03/TGEkgmTP16
5141;5141;2016-08-03;TGEkmetTP16;-;-;2016-08-03/TGEkmetTP16
5142;5142;2016-08-03;TGEozeTP;-;-;2016-08-03/TGEozeTP
5143;5143;2016-08-03;TGEozeaTP;101.91;60748.12;2016-08-03/TGEozeaTP
5144;5144;2016-08-08;TGEbgTP;-;-;2016-08-08/TGEbgTP
5145;5145;2016-08-08;TGEefTP;-;-;2016-08-08/TGEefTP
5146;5146;2016-08-08;TGEkecTP16;-;-;2016-08-08/TGEkecTP16
5147;5147;2016-08-08;TGEkgmTP16;118.64;496.50;2016-08-08/TGEkgmTP16
5148;5148;2016-08-08;TGEkmetTP16;-;-;2016-08-08/TGEkmetTP16
5149;5149;2016-08-08;TGEozeTP;-;-;2016-08-08/TGEozeTP
5150;5150;2016-08-08;TGEozeaTP;136.91;99991.80;2016-08-08/TGEozeaTP
5151;5151;2016-08-10;TGEbgTP;-;-;2016-08-10/TGEbgTP
5152;5152;2016-08-10;TGEefTP;-;-;2016-08-10/TGEefTP
5153;5153;2016-08-10;TGEkecTP16;10.24;161877.58;2016-08-10/TGEkecTP16
5154;5154;2016-08-10;TGEkgmTP16;118.23;41626.36;2016-08-10/TGEkgmTP16
5155;5155;2016-08-10;TGEkmetTP16;-;-;2016-08-10/TGEkmetTP16
5156;5156;2016-08-10;TGEozeTP;-;-;2016-08-10/TGEozeTP
5157;5157;2016-08-10;TGEozeaTP;114.25;136725.41;2016-08-10/TGEozeaTP
5158;5158;2016-08-17;TGEbgTP;-;-;2016-08-17/TGEbgTP
5159;5159;2016-08-17;TGEefTP;-;-;2016-08-17/TGEefTP
5160;5160;2016-08-17;TGEkecTP16;10.61;300000.00;2016-08-17/TGEkecTP16
5161;5161;2016-08-17;TGEkgmTP16;119.17;3885.18;2016-08-17/TGEkgmTP16
5162;5162;2016-08-17;TGEkmetTP16;-;-;2016-08-17/TGEkmetTP16
5163;5163;2016-08-17;TGEozeTP;-;-;2016-08-17/TGEozeTP
5164;5164;2016-08-17;TGEozeaTP;90.91;323080.56;2016-08-17/TGEozeaTP
5165;5165;2016-08-22;TGEbgTP;-;-;2016-08-22/TGEbgTP
5166;5166;2016-08-22;TGEefTP;-;-;2016-08-22/TGEefTP
5167;5167;2016-08-22;TGEkecTP16;10.62;100000.00;2016-08-22/TGEkecTP16
5168;5168;2016-08-22;TGEkgmTP16;119.81;23269.90;2016-08-22/TGEkgmTP16
5169;5169;2016-08-22;TGEkmetTP16;-;-;2016-08-22/TGEkmetTP16
5170;5170;2016-08-22;TGEozeTP;-;-;2016-08-22/TGEozeTP
5171;5171;2016-08-22;TGEozeaTP;117.67;88669.63;2016-08-22/TGEozeaTP
5172;5172;2016-08-24;TGEbgTP;-;-;2016-08-24/TGEbgTP
5173;5173;2016-08-24;TGEefTP;-;-;2016-08-24/TGEefTP
5174;5174;2016-08-24;TGEkecTP16;-;-;2016-08-24/TGEkecTP16
5175;5175;2016-08-24;TGEkgmTP16;120.50;6112.57;2016-08-24/TGEkgmTP16
5176;5176;2016-08-24;TGEkmetTP16;-;-;2016-08-24/TGEkmetTP16
5177;5177;2016-08-24;TGEozeTP;-;-;2016-08-24/TGEozeTP
5178;5178;2016-08-24;TGEozeaTP;77.48;156270.59;2016-08-24/TGEozeaTP
5179;5179;2016-08-29;TGEbgTP;-;-;2016-08-29/TGEbgTP
5180;5180;2016-08-29;TGEefTP;-;-;2016-08-29/TGEefTP
5181;5181;2016-08-29;TGEkecTP16;10.60;182357.60;2016-08-29/TGEkecTP16
5182;5182;2016-08-29;TGEkgmTP16;-;-;2016-08-29/TGEkgmTP16
5183;5183;2016-08-29;TGEkmetTP16;-;-;2016-08-29/TGEkmetTP16
5184;5184;2016-08-29;TGEozeTP;-;-;2016-08-29/TGEozeTP
5185;5185;2016-08-29;TGEozeaTP;108.54;89377.05;2016-08-29/TGEozeaTP
5186;5186;2016-08-31;TGEbgTP;-;-;2016-08-31/TGEbgTP
5187;5187;2016-08-31;TGEefTP;-;-;2016-08-31/TGEefTP
5188;5188;2016-08-31;TGEkecTP16;10.61;95114.32;2016-08-31/TGEkecTP16
5189;5189;2016-08-31;TGEkgmTP16;116.25;14531.14;2016-08-31/TGEkgmTP16
5190;5190;2016-08-31;TGEkmetTP16;-;-;2016-08-31/TGEkmetTP16
5191;5191;2016-08-31;TGEozeTP;-;-;2016-08-31/TGEozeTP
5192;5192;2016-08-31;TGEozeaTP;93.47;255781.90;2016-08-31/TGEozeaTP
5193;5193;2016-09-05;TGEbgTP;-;-;2016-09-05/TGEbgTP
5194;5194;2016-09-05;TGEefTP;-;-;2016-09-05/TGEefTP
5195;5195;2016-09-05;TGEkecTP16;-;-;2016-09-05/TGEkecTP16
5196;5196;2016-09-05;TGEkgmTP16;120.07;51013.17;2016-09-05/TGEkgmTP16
5197;5197;2016-09-05;TGEkmetTP16;-;-;2016-09-05/TGEkmetTP16
5198;5198;2016-09-05;TGEozeTP;-;-;2016-09-05/TGEozeTP
5199;5199;2016-09-05;TGEozeaTP;126.09;186067.45;2016-09-05/TGEozeaTP
5200;5200;2016-09-05;TGEozebioTP;-;-;2016-09-05/TGEozebioTP
5201;5201;2016-09-07;TGEbgTP;-;-;2016-09-07/TGEbgTP
5202;5202;2016-09-07;TGEefTP;-;-;2016-09-07/TGEefTP
5203;5203;2016-09-07;TGEkecTP16;-;-;2016-09-07/TGEkecTP16
5204;5204;2016-09-07;TGEkgmTP16;118.00;6311.03;2016-09-07/TGEkgmTP16
5205;5205;2016-09-07;TGEkmetTP16;-;-;2016-09-07/TGEkmetTP16
5206;5206;2016-09-07;TGEozeTP;-;-;2016-09-07/TGEozeTP
5207;5207;2016-09-07;TGEozeaTP;75.45;68175.80;2016-09-07/TGEozeaTP
5208;5208;2016-09-07;TGEozebioTP;280.00;1293.08;2016-09-07/TGEozebioTP
5209;5209;2016-09-12;TGEbgTP;-;-;2016-09-12/TGEbgTP
5210;5210;2016-09-12;TGEefTP;-;-;2016-09-12/TGEefTP
5211;5211;2016-09-12;TGEkecTP16;10.42;320366.44;2016-09-12/TGEkecTP16
5212;5212;2016-09-12;TGEkgmTP16;118.07;22344.58;2016-09-12/TGEkgmTP16
5213;5213;2016-09-12;TGEkmetTP16;-;-;2016-09-12/TGEkmetTP16
5214;5214;2016-09-12;TGEozeTP;-;-;2016-09-12/TGEozeTP
5215;5215;2016-09-12;TGEozeaTP;65.74;39118.89;2016-09-12/TGEozeaTP
5216;5216;2016-09-12;TGEozebioTP;-;-;2016-09-12/TGEozebioTP
5217;5217;2016-09-14;TGEbgTP;-;-;2016-09-14/TGEbgTP
5218;5218;2016-09-14;TGEefTP;-;-;2016-09-14/TGEefTP
5219;5219;2016-09-14;TGEkecTP16;10.67;243119.29;2016-09-14/TGEkecTP16
5220;5220;2016-09-14;TGEkgmTP16;121.17;23653.74;2016-09-14/TGEkgmTP16
5221;5221;2016-09-14;TGEkmetTP16;-;-;2016-09-14/TGEkmetTP16
5222;5222;2016-09-14;TGEozeTP;-;-;2016-09-14/TGEozeTP
5223;5223;2016-09-14;TGEozeaTP;159.45;70678.19;2016-09-14/TGEozeaTP
5224;5224;2016-09-14;TGEozebioTP;-;-;2016-09-14/TGEozebioTP
5225;5225;2016-09-19;TGEbgTP;-;-;2016-09-19/TGEbgTP
5226;5226;2016-09-19;TGEefTP;-;-;2016-09-19/TGEefTP
5227;5227;2016-09-19;TGEkecTP16;-;-;2016-09-19/TGEkecTP16
5228;5228;2016-09-19;TGEkgmTP16;120.46;17752.47;2016-09-19/TGEkgmTP16
5229;5229;2016-09-19;TGEkmetTP16;61.56;56075.88;2016-09-19/TGEkmetTP16
5230;5230;2016-09-19;TGEozeTP;-;-;2016-09-19/TGEozeTP
5231;5231;2016-09-19;TGEozeaTP;168.63;44965.04;2016-09-19/TGEozeaTP
5232;5232;2016-09-19;TGEozebioTP;-;-;2016-09-19/TGEozebioTP
5233;5233;2016-09-21;TGEbgTP;-;-;2016-09-21/TGEbgTP
5234;5234;2016-09-21;TGEefTP;-;-;2016-09-21/TGEefTP
5235;5235;2016-09-21;TGEkecTP16;10.64;98402.93;2016-09-21/TGEkecTP16
5236;5236;2016-09-21;TGEkgmTP16;107.43;363.59;2016-09-21/TGEkgmTP16
5237;5237;2016-09-21;TGEkmetTP16;-;-;2016-09-21/TGEkmetTP16
5238;5238;2016-09-21;TGEozeTP;-;-;2016-09-21/TGEozeTP
5239;5239;2016-09-21;TGEozeaTP;72.82;168046.17;2016-09-21/TGEozeaTP
5240;5240;2016-09-21;TGEozebioTP;281.09;293.47;2016-09-21/TGEozebioTP
5241;5241;2016-09-26;TGEbgTP;-;-;2016-09-26/TGEbgTP
5242;5242;2016-09-26;TGEefTP;-;-;2016-09-26/TGEefTP
5243;5243;2016-09-26;TGEkecTP16;-;-;2016-09-26/TGEkecTP16
5244;5244;2016-09-26;TGEkgmTP16;-;-;2016-09-26/TGEkgmTP16
5245;5245;2016-09-26;TGEkmetTP16;-;-;2016-09-26/TGEkmetTP16
5246;5246;2016-09-26;TGEozeTP;-;-;2016-09-26/TGEozeTP
5247;5247;2016-09-26;TGEozeaTP;94.39;93142.18;2016-09-26/TGEozeaTP
5248;5248;2016-09-26;TGEozebioTP;283.25;2350.22;2016-09-26/TGEozebioTP
5249;5249;2016-09-28;TGEbgTP;-;-;2016-09-28/TGEbgTP
5250;5250;2016-09-28;TGEefTP;-;-;2016-09-28/TGEefTP
5251;5251;2016-09-28;TGEkecTP16;-;-;2016-09-28/TGEkecTP16
5252;5252;2016-09-28;TGEkgmTP16;120.63;3183.30;2016-09-28/TGEkgmTP16
5253;5253;2016-09-28;TGEkmetTP16;-;-;2016-09-28/TGEkmetTP16
5254;5254;2016-09-28;TGEozeTP;-;-;2016-09-28/TGEozeTP
5255;5255;2016-09-28;TGEozeaTP;62.55;820756.34;2016-09-28/TGEozeaTP
5256;5256;2016-09-28;TGEozebioTP;280.00;948.51;2016-09-28/TGEozebioTP
5257;5257;2016-10-03;TGEbgTP;-;-;2016-10-03/TGEbgTP
5258;5258;2016-10-03;TGEefTP;-;-;2016-10-03/TGEefTP
5259;5259;2016-10-03;TGEkecTP16;-;-;2016-10-03/TGEkecTP16
5260;5260;2016-10-03;TGEkgmTP16;121.70;51995.70;2016-10-03/TGEkgmTP16
5261;5261;2016-10-03;TGEkmetTP16;-;-;2016-10-03/TGEkmetTP16
5262;5262;2016-10-03;TGEozeTP;-;-;2016-10-03/TGEozeTP
5263;5263;2016-10-03;TGEozeaTP;121.65;91064.62;2016-10-03/TGEozeaTP
5264;5264;2016-10-03;TGEozebioTP;280.20;1542.91;2016-10-03/TGEozebioTP
5265;5265;2016-10-05;TGEbgTP;-;-;2016-10-05/TGEbgTP
5266;5266;2016-10-05;TGEefTP;-;-;2016-10-05/TGEefTP
5267;5267;2016-10-05;TGEkecTP16;10.56;15711.48;2016-10-05/TGEkecTP16
5268;5268;2016-10-05;TGEkgmTP16;-;-;2016-10-05/TGEkgmTP16
5269;5269;2016-10-05;TGEkmetTP16;-;-;2016-10-05/TGEkmetTP16
5270;5270;2016-10-05;TGEozeTP;-;-;2016-10-05/TGEozeTP
5271;5271;2016-10-05;TGEozeaTP;70.38;176365.29;2016-10-05/TGEozeaTP
5272;5272;2016-10-05;TGEozebioTP;265.17;2151.60;2016-10-05/TGEozebioTP
5273;5273;2016-10-10;TGEbgTP;-;-;2016-10-10/TGEbgTP
5274;5274;2016-10-10;TGEefTP;-;-;2016-10-10/TGEefTP
5275;5275;2016-10-10;TGEkecTP16;10.60;245388.08;2016-10-10/TGEkecTP16
5276;5276;2016-10-10;TGEkgmTP16;120.00;713.00;2016-10-10/TGEkgmTP16
5277;5277;2016-10-10;TGEkmetTP16;60.90;81.45;2016-10-10/TGEkmetTP16
5278;5278;2016-10-10;TGEozeTP;-;-;2016-10-10/TGEozeTP
5279;5279;2016-10-10;TGEozeaTP;74.20;73731.50;2016-10-10/TGEozeaTP
5280;5280;2016-10-10;TGEozebioTP;282.74;5733.03;2016-10-10/TGEozebioTP
5281;5281;2016-10-12;TGEbgTP;-;-;2016-10-12/TGEbgTP
5282;5282;2016-10-12;TGEefTP;-;-;2016-10-12/TGEefTP
5283;5283;2016-10-12;TGEkecTP16;-;-;2016-10-12/TGEkecTP16
5284;5284;2016-10-12;TGEkgmTP16;120.37;13159.14;2016-10-12/TGEkgmTP16
5285;5285;2016-10-12;TGEkmetTP16;-;-;2016-10-12/TGEkmetTP16
5286;5286;2016-10-12;TGEozeTP;-;-;2016-10-12/TGEozeTP
5287;5287;2016-10-12;TGEozeaTP;65.44;83400.15;2016-10-12/TGEozeaTP
5288;5288;2016-10-12;TGEozebioTP;265.82;2794.90;2016-10-12/TGEozebioTP
5289;5289;2016-10-17;TGEbgTP;-;-;2016-10-17/TGEbgTP
5290;5290;2016-10-17;TGEefTP;-;-;2016-10-17/TGEefTP
5291;5291;2016-10-17;TGEkecTP16;-;-;2016-10-17/TGEkecTP16
5292;5292;2016-10-17;TGEkgmTP16;121.14;87349.74;2016-10-17/TGEkgmTP16
5293;5293;2016-10-17;TGEkmetTP16;-;-;2016-10-17/TGEkmetTP16
5294;5294;2016-10-17;TGEozeTP;-;-;2016-10-17/TGEozeTP
5295;5295;2016-10-17;TGEozeaTP;57.45;83420.37;2016-10-17/TGEozeaTP
5296;5296;2016-10-17;TGEozebioTP;287.21;791.40;2016-10-17/TGEozebioTP
5297;5297;2016-10-19;TGEbgTP;-;-;2016-10-19/TGEbgTP
5298;5298;2016-10-19;TGEefTP;-;-;2016-10-19/TGEefTP
5299;5299;2016-10-19;TGEkecTP16;-;-;2016-10-19/TGEkecTP16
5300;5300;2016-10-19;TGEkgmTP16;120.63;2230.28;2016-10-19/TGEkgmTP16
5301;5301;2016-10-19;TGEkmetTP16;-;-;2016-10-19/TGEkmetTP16
5302;5302;2016-10-19;TGEozeTP;-;-;2016-10-19/TGEozeTP
5303;5303;2016-10-19;TGEozeaTP;39.41;59858.84;2016-10-19/TGEozeaTP
5304;5304;2016-10-19;TGEozebioTP;281.87;3572.21;2016-10-19/TGEozebioTP
5305;5305;2016-10-24;TGEbgTP;-;-;2016-10-24/TGEbgTP
5306;5306;2016-10-24;TGEefTP;-;-;2016-10-24/TGEefTP
5307;5307;2016-10-24;TGEkecTP16;-;-;2016-10-24/TGEkecTP16
5308;5308;2016-10-24;TGEkgmTP16;109.00;409.34;2016-10-24/TGEkgmTP16
5309;5309;2016-10-24;TGEkmetTP16;-;-;2016-10-24/TGEkmetTP16
5310;5310;2016-10-24;TGEozeTP;-;-;2016-10-24/TGEozeTP
5311;5311;2016-10-24;TGEozeaTP;110.21;42030.97;2016-10-24/TGEozeaTP
5312;5312;2016-10-24;TGEozebioTP;281.13;566.57;2016-10-24/TGEozebioTP
5313;5313;2016-10-26;TGEbgTP;-;-;2016-10-26/TGEbgTP
5314;5314;2016-10-26;TGEefTP;-;-;2016-10-26/TGEefTP
5315;5315;2016-10-26;TGEkecTP16;10.60;110288.54;2016-10-26/TGEkecTP16
5316;5316;2016-10-26;TGEkgmTP16;121.21;155158.48;2016-10-26/TGEkgmTP16
5317;5317;2016-10-26;TGEkmetTP16;-;-;2016-10-26/TGEkmetTP16
5318;5318;2016-10-26;TGEozeTP;-;-;2016-10-26/TGEozeTP
5319;5319;2016-10-26;TGEozeaTP;49.25;121745.00;2016-10-26/TGEozeaTP
5320;5320;2016-10-26;TGEozebioTP;236.00;815.18;2016-10-26/TGEozebioTP
5321;5321;2016-11-02;TGEbgTP;-;-;2016-11-02/TGEbgTP
5322;5322;2016-11-02;TGEefTP;-;-;2016-11-02/TGEefTP
5323;5323;2016-11-02;TGEkecTP16;-;-;2016-11-02/TGEkecTP16
5324;5324;2016-11-02;TGEkgmTP16;118.81;12100.87;2016-11-02/TGEkgmTP16
5325;5325;2016-11-02;TGEkmetTP16;-;-;2016-11-02/TGEkmetTP16
5326;5326;2016-11-02;TGEozeTP;-;-;2016-11-02/TGEozeTP
5327;5327;2016-11-02;TGEozeaTP;127.13;136360.60;2016-11-02/TGEozeaTP
5328;5328;2016-11-02;TGEozebioTP;290.00;2000.00;2016-11-02/TGEozebioTP
5329;5329;2016-11-07;TGEbgTP;-;-;2016-11-07/TGEbgTP
5330;5330;2016-11-07;TGEefTP;-;-;2016-11-07/TGEefTP
5331;5331;2016-11-07;TGEkecTP16;-;-;2016-11-07/TGEkecTP16
5332;5332;2016-11-07;TGEkgmTP16;122.27;125175.37;2016-11-07/TGEkgmTP16
5333;5333;2016-11-07;TGEkmetTP16;-;-;2016-11-07/TGEkmetTP16
5334;5334;2016-11-07;TGEozeTP;-;-;2016-11-07/TGEozeTP
5335;5335;2016-11-07;TGEozeaTP;161.14;62413.45;2016-11-07/TGEozeaTP
5336;5336;2016-11-07;TGEozebioTP;279.80;1756.72;2016-11-07/TGEozebioTP
5337;5337;2016-11-09;TGEbgTP;-;-;2016-11-09/TGEbgTP
5338;5338;2016-11-09;TGEefTP;-;-;2016-11-09/TGEefTP
5339;5339;2016-11-09;TGEkecTP16;-;-;2016-11-09/TGEkecTP16
5340;5340;2016-11-09;TGEkgmTP16;121.17;845.68;2016-11-09/TGEkgmTP16
5341;5341;2016-11-09;TGEkmetTP16;-;-;2016-11-09/TGEkmetTP16
5342;5342;2016-11-09;TGEozeTP;-;-;2016-11-09/TGEozeTP
5343;5343;2016-11-09;TGEozeaTP;112.45;76053.92;2016-11-09/TGEozeaTP
5344;5344;2016-11-09;TGEozebioTP;-;-;2016-11-09/TGEozebioTP
5345;5345;2016-11-14;TGEbgTP;-;-;2016-11-14/TGEbgTP
5346;5346;2016-11-14;TGEefTP;-;-;2016-11-14/TGEefTP
5347;5347;2016-11-14;TGEkecTP16;-;-;2016-11-14/TGEkecTP16
5348;5348;2016-11-14;TGEkgmTP16;-;-;2016-11-14/TGEkgmTP16
5349;5349;2016-11-14;TGEkmetTP16;-;-;2016-11-14/TGEkmetTP16
5350;5350;2016-11-14;TGEozeTP;-;-;2016-11-14/TGEozeTP
5351;5351;2016-11-14;TGEozeaTP;54.64;137990.98;2016-11-14/TGEozeaTP
5352;5352;2016-11-14;TGEozebioTP;300.00;1207.75;2016-11-14/TGEozebioTP
5353;5353;2016-11-16;TGEbgTP;-;-;2016-11-16/TGEbgTP
5354;5354;2016-11-16;TGEefTP;-;-;2016-11-16/TGEefTP
5355;5355;2016-11-16;TGEkecTP16;10.75;500000.00;2016-11-16/TGEkecTP16
5356;5356;2016-11-16;TGEkgmTP16;121.74;133446.77;2016-11-16/TGEkgmTP16
5357;5357;2016-11-16;TGEkmetTP16;-;-;2016-11-16/TGEkmetTP16
5358;5358;2016-11-16;TGEozeTP;-;-;2016-11-16/TGEozeTP
5359;5359;2016-11-16;TGEozeaTP;64.55;132475.00;2016-11-16/TGEozeaTP
5360;5360;2016-11-16;TGEozebioTP;287.95;817.25;2016-11-16/TGEozebioTP
5361;5361;2016-11-21;TGEbgTP;-;-;2016-11-21/TGEbgTP
5362;5362;2016-11-21;TGEefTP;-;-;2016-11-21/TGEefTP
5363;5363;2016-11-21;TGEkecTP16;-;-;2016-11-21/TGEkecTP16
5364;5364;2016-11-21;TGEkgmTP16;121.37;10088.62;2016-11-21/TGEkgmTP16
5365;5365;2016-11-21;TGEkmetTP16;-;-;2016-11-21/TGEkmetTP16
5366;5366;2016-11-21;TGEozeTP;-;-;2016-11-21/TGEozeTP
5367;5367;2016-11-21;TGEozeaTP;133.99;97807.23;2016-11-21/TGEozeaTP
5368;5368;2016-11-21;TGEozebioTP;279.18;5105.03;2016-11-21/TGEozebioTP
5369;5369;2016-11-23;TGEbgTP;-;-;2016-11-23/TGEbgTP
5370;5370;2016-11-23;TGEefTP;-;-;2016-11-23/TGEefTP
5371;5371;2016-11-23;TGEkecTP16;-;-;2016-11-23/TGEkecTP16
5372;5372;2016-11-23;TGEkgmTP16;121.99;44414.22;2016-11-23/TGEkgmTP16
5373;5373;2016-11-23;TGEkmetTP16;-;-;2016-11-23/TGEkmetTP16
5374;5374;2016-11-23;TGEozeTP;-;-;2016-11-23/TGEozeTP
5375;5375;2016-11-23;TGEozeaTP;190.15;88265.23;2016-11-23/TGEozeaTP
5376;5376;2016-11-23;TGEozebioTP;291.46;988.32;2016-11-23/TGEozebioTP
5377;5377;2016-11-28;TGEbgTP;-;-;2016-11-28/TGEbgTP
5378;5378;2016-11-28;TGEefTP;-;-;2016-11-28/TGEefTP
5379;5379;2016-11-28;TGEkecTP16;-;-;2016-11-28/TGEkecTP16
5380;5380;2016-11-28;TGEkgmTP16;122.46;15836.69;2016-11-28/TGEkgmTP16
5381;5381;2016-11-28;TGEkmetTP16;-;-;2016-11-28/TGEkmetTP16
5382;5382;2016-11-28;TGEozeTP;-;-;2016-11-28/TGEozeTP
5383;5383;2016-11-28;TGEozeaTP;74.56;40895.81;2016-11-28/TGEozeaTP
5384;5384;2016-11-28;TGEozebioTP;288.27;895.99;2016-11-28/TGEozebioTP
5385;5385;2016-11-30;TGEbgTP;-;-;2016-11-30/TGEbgTP
5386;5386;2016-11-30;TGEefTP;962.00;10000.00;2016-11-30/TGEefTP
5387;5387;2016-11-30;TGEkecTP16;10.67;652000.00;2016-11-30/TGEkecTP16
5388;5388;2016-11-30;TGEkgmTP16;121.60;22564.76;2016-11-30/TGEkgmTP16
5389;5389;2016-11-30;TGEkmetTP16;-;-;2016-11-30/TGEkmetTP16
5390;5390;2016-11-30;TGEozeTP;-;-;2016-11-30/TGEozeTP
5391;5391;2016-11-30;TGEozeaTP;76.12;175424.56;2016-11-30/TGEozeaTP
5392;5392;2016-11-30;TGEozebioTP;285.00;512.91;2016-11-30/TGEozebioTP
5393;5393;2016-12-05;TGEbgTP;-;-;2016-12-05/TGEbgTP
5394;5394;2016-12-05;TGEefTP;963.00;10000.00;2016-12-05/TGEefTP
5395;5395;2016-12-05;TGEkecTP16;10.66;235000.00;2016-12-05/TGEkecTP16
5396;5396;2016-12-05;TGEkgmTP16;122.34;78668.01;2016-12-05/TGEkgmTP16
5397;5397;2016-12-05;TGEkmetTP16;61.25;105.05;2016-12-05/TGEkmetTP16
5398;5398;2016-12-05;TGEozeTP;-;-;2016-12-05/TGEozeTP
5399;5399;2016-12-05;TGEozeaTP;127.90;216453.86;2016-12-05/TGEozeaTP
5400;5400;2016-12-05;TGEozebioTP;280.00;984.63;2016-12-05/TGEozebioTP
5401;5401;2016-12-07;TGEbgTP;-;-;2016-12-07/TGEbgTP
5402;5402;2016-12-07;TGEefTP;975.21;1727.39;2016-12-07/TGEefTP
5403;5403;2016-12-07;TGEkecTP16;-;-;2016-12-07/TGEkecTP16
5404;5404;2016-12-07;TGEkgmTP16;121.10;19278.91;2016-12-07/TGEkgmTP16
5405;5405;2016-12-07;TGEkmetTP16;61.25;120.10;2016-12-07/TGEkmetTP16
5406;5406;2016-12-07;TGEozeTP;-;-;2016-12-07/TGEozeTP
5407;5407;2016-12-07;TGEozeaTP;158.08;200794.22;2016-12-07/TGEozeaTP
5408;5408;2016-12-07;TGEozebioTP;269.91;1046.57;2016-12-07/TGEozebioTP
5409;5409;2016-12-12;TGEbgTP;-;-;2016-12-12/TGEbgTP
5410;5410;2016-12-12;TGEefTP;-;-;2016-12-12/TGEefTP
5411;5411;2016-12-12;TGEkecTP16;10.55;57738.05;2016-12-12/TGEkecTP16
5412;5412;2016-12-12;TGEkgmTP16;121.67;37976.36;2016-12-12/TGEkgmTP16
5413;5413;2016-12-12;TGEkmetTP16;-;-;2016-12-12/TGEkmetTP16
5414;5414;2016-12-12;TGEozeTP;-;-;2016-12-12/TGEozeTP
5415;5415;2016-12-12;TGEozeaTP;160.05;134462.28;2016-12-12/TGEozeaTP
5416;5416;2016-12-12;TGEozebioTP;284.98;4193.33;2016-12-12/TGEozebioTP
5417;5417;2016-12-14;TGEbgTP;-;-;2016-12-14/TGEbgTP
5418;5418;2016-12-14;TGEefTP;-;-;2016-12-14/TGEefTP
5419;5419;2016-12-14;TGEkecTP16;10.66;200000.00;2016-12-14/TGEkecTP16
5420;5420;2016-12-14;TGEkgmTP16;121.54;125853.15;2016-12-14/TGEkgmTP16
5421;5421;2016-12-14;TGEkmetTP16;62.04;37610.44;2016-12-14/TGEkmetTP16
5422;5422;2016-12-14;TGEozeTP;-;-;2016-12-14/TGEozeTP
5423;5423;2016-12-14;TGEozeaTP;102.33;239534.60;2016-12-14/TGEozeaTP
5424;5424;2016-12-14;TGEozebioTP;280.00;492.69;2016-12-14/TGEozebioTP
5425;5425;2016-12-19;TGEbgTP;-;-;2016-12-19/TGEbgTP
5426;5426;2016-12-19;TGEefTP;-;-;2016-12-19/TGEefTP
5427;5427;2016-12-19;TGEkecTP16;-;-;2016-12-19/TGEkecTP16
5428;5428;2016-12-19;TGEkgmTP16;-;-;2016-12-19/TGEkgmTP16
5429;5429;2016-12-19;TGEkmetTP16;-;-;2016-12-19/TGEkmetTP16
5430;5430;2016-12-19;TGEozeTP;-;-;2016-12-19/TGEozeTP
5431;5431;2016-12-19;TGEozeaTP;120.32;99734.10;2016-12-19/TGEozeaTP
5432;5432;2016-12-19;TGEozebioTP;283.88;6537.48;2016-12-19/TGEozebioTP
5433;5433;2016-12-21;TGEbgTP;-;-;2016-12-21/TGEbgTP
5434;5434;2016-12-21;TGEefTP;-;-;2016-12-21/TGEefTP
5435;5435;2016-12-21;TGEkecTP16;10.32;309112.94;2016-12-21/TGEkecTP16
