;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh lub PLN/toe);wolumen (MWh lub toe);ukey
2303;2303;2018-03-01;TGEkec18;-;-;2018-03-01/TGEkec18
2304;2304;2018-03-01;TGEkgm17;118.03;26920.37;2018-03-01/TGEkgm17
2305;2305;2018-03-01;TGEkgm18;-;-;2018-03-01/TGEkgm18
2306;2306;2018-03-01;TGEkmet17;-;-;2018-03-01/TGEkmet17
2307;2307;2018-03-01;TGEkmet18;-;-;2018-03-01/TGEkmet18
2308;2308;2018-03-01;TGEoze;-;-;2018-03-01/TGEoze
2309;2309;2018-03-01;TGEozea;66.84;171638.90;2018-03-01/TGEozea
2310;2310;2018-03-01;TGEozebio;317.52;5958.78;2018-03-01/TGEozebio
2311;2311;2018-03-06;TGEbg;-;-;2018-03-06/TGEbg
2312;2312;2018-03-06;TGEef;676.53;1669.30;2018-03-06/TGEef
2313;2313;2018-03-06;TGEef17;-;-;2018-03-06/TGEef17
2314;2314;2018-03-06;TGEef18;-;-;2018-03-06/TGEef18
2315;2315;2018-03-06;TGEeff;-;-;2018-03-06/TGEeff
2316;2316;2018-03-06;TGEkec17;9.85;120787.12;2018-03-06/TGEkec17
2317;2317;2018-03-06;TGEkec18;-;-;2018-03-06/TGEkec18
2318;2318;2018-03-06;TGEkgm17;118.06;31008.20;2018-03-06/TGEkgm17
2319;2319;2018-03-06;TGEkgm18;-;-;2018-03-06/TGEkgm18
2320;2320;2018-03-06;TGEkmet17;55.45;607.66;2018-03-06/TGEkmet17
2321;2321;2018-03-06;TGEkmet18;-;-;2018-03-06/TGEkmet18
2322;2322;2018-03-06;TGEoze;-;-;2018-03-06/TGEoze
2323;2323;2018-03-06;TGEozea;65.34;177691.50;2018-03-06/TGEozea
2324;2324;2018-03-06;TGEozebio;319.54;3335.80;2018-03-06/TGEozebio
2325;2325;2018-03-08;TGEbg;-;-;2018-03-08/TGEbg
2326;2326;2018-03-08;TGEef;675.50;1126.85;2018-03-08/TGEef
2327;2327;2018-03-08;TGEef17;640.32;310.00;2018-03-08/TGEef17
2328;2328;2018-03-08;TGEef18;-;-;2018-03-08/TGEef18
2329;2329;2018-03-08;TGEeff;-;-;2018-03-08/TGEeff
2330;2330;2018-03-08;TGEkec17;9.85;60440.00;2018-03-08/TGEkec17
2331;2331;2018-03-08;TGEkec18;-;-;2018-03-08/TGEkec18
2332;2332;2018-03-08;TGEkgm17;118.27;22736.82;2018-03-08/TGEkgm17
2333;2333;2018-03-08;TGEkgm18;-;-;2018-03-08/TGEkgm18
2334;2334;2018-03-08;TGEkmet17;55.40;21176.85;2018-03-08/TGEkmet17
2335;2335;2018-03-08;TGEkmet18;-;-;2018-03-08/TGEkmet18
2336;2336;2018-03-08;TGEoze;-;-;2018-03-08/TGEoze
2337;2337;2018-03-08;TGEozea;68.54;105801.05;2018-03-08/TGEozea
2338;2338;2018-03-08;TGEozebio;318.38;3747.63;2018-03-08/TGEozebio
2339;2339;2018-03-13;TGEbg;-;-;2018-03-13/TGEbg
2340;2340;2018-03-13;TGEef;671.51;1449.03;2018-03-13/TGEef
2341;2341;2018-03-13;TGEef17;599.26;1382.78;2018-03-13/TGEef17
2342;2342;2018-03-13;TGEef18;-;-;2018-03-13/TGEef18
2343;2343;2018-03-13;TGEeff;-;-;2018-03-13/TGEeff
2344;2344;2018-03-13;TGEkec17;9.84;179358.48;2018-03-13/TGEkec17
2345;2345;2018-03-13;TGEkec18;-;-;2018-03-13/TGEkec18
2346;2346;2018-03-13;TGEkgm17;118.03;22331.36;2018-03-13/TGEkgm17
2347;2347;2018-03-13;TGEkgm18;-;-;2018-03-13/TGEkgm18
2348;2348;2018-03-13;TGEkmet17;55.47;1104.56;2018-03-13/TGEkmet17
2349;2349;2018-03-13;TGEkmet18;-;-;2018-03-13/TGEkmet18
2350;2350;2018-03-13;TGEoze;-;-;2018-03-13/TGEoze
2351;2351;2018-03-13;TGEozea;71.14;130057.46;2018-03-13/TGEozea
2352;2352;2018-03-13;TGEozebio;318.20;1393.38;2018-03-13/TGEozebio
2353;2353;2018-03-15;TGEbg;-;-;2018-03-15/TGEbg
2354;2354;2018-03-15;TGEef;670.60;832.85;2018-03-15/TGEef
2355;2355;2018-03-15;TGEef17;611.70;2466.10;2018-03-15/TGEef17
2356;2356;2018-03-15;TGEef18;-;-;2018-03-15/TGEef18
2357;2357;2018-03-15;TGEeff;-;-;2018-03-15/TGEeff
2358;2358;2018-03-15;TGEkec17;9.84;203394.72;2018-03-15/TGEkec17
2359;2359;2018-03-15;TGEkec18;-;-;2018-03-15/TGEkec18
2360;2360;2018-03-15;TGEkgm17;118.03;29386.73;2018-03-15/TGEkgm17
2361;2361;2018-03-15;TGEkgm18;-;-;2018-03-15/TGEkgm18
2362;2362;2018-03-15;TGEkmet17;55.40;26078.56;2018-03-15/TGEkmet17
2363;2363;2018-03-15;TGEkmet18;-;-;2018-03-15/TGEkmet18
2364;2364;2018-03-15;TGEoze;-;-;2018-03-15/TGEoze
2365;2365;2018-03-15;TGEozea;75.30;121503.34;2018-03-15/TGEozea
2366;2366;2018-03-15;TGEozebio;317.60;6921.28;2018-03-15/TGEozebio
2367;2367;2018-03-20;TGEbg;-;-;2018-03-20/TGEbg
2368;2368;2018-03-20;TGEef;658.45;916.31;2018-03-20/TGEef
2369;2369;2018-03-20;TGEef17;580.39;2110.85;2018-03-20/TGEef17
2370;2370;2018-03-20;TGEef18;-;-;2018-03-20/TGEef18
2371;2371;2018-03-20;TGEeff;-;-;2018-03-20/TGEeff
2372;2372;2018-03-20;TGEkec17;9.82;263958.76;2018-03-20/TGEkec17
2373;2373;2018-03-20;TGEkec18;-;-;2018-03-20/TGEkec18
2374;2374;2018-03-20;TGEkgm17;117.65;53758.77;2018-03-20/TGEkgm17
2375;2375;2018-03-20;TGEkgm18;110.00;1400.00;2018-03-20/TGEkgm18
2376;2376;2018-03-20;TGEkmet17;55.38;26755.73;2018-03-20/TGEkmet17
2377;2377;2018-03-20;TGEkmet18;-;-;2018-03-20/TGEkmet18
2378;2378;2018-03-20;TGEoze;-;-;2018-03-20/TGEoze
2379;2379;2018-03-20;TGEozea;79.59;201894.75;2018-03-20/TGEozea
2380;2380;2018-03-20;TGEozebio;317.76;3590.20;2018-03-20/TGEozebio
2381;2381;2018-03-22;TGEbg;-;-;2018-03-22/TGEbg
2382;2382;2018-03-22;TGEef;651.12;481.99;2018-03-22/TGEef
2383;2383;2018-03-22;TGEef17;581.03;1500.00;2018-03-22/TGEef17
2384;2384;2018-03-22;TGEef18;-;-;2018-03-22/TGEef18
2385;2385;2018-03-22;TGEeff;-;-;2018-03-22/TGEeff
2386;2386;2018-03-22;TGEkec17;9.81;253000.00;2018-03-22/TGEkec17
2387;2387;2018-03-22;TGEkec18;-;-;2018-03-22/TGEkec18
2388;2388;2018-03-22;TGEkgm17;117.79;14249.14;2018-03-22/TGEkgm17
2389;2389;2018-03-22;TGEkgm18;106.66;3625.24;2018-03-22/TGEkgm18
2390;2390;2018-03-22;TGEkmet17;55.80;1423.36;2018-03-22/TGEkmet17
2391;2391;2018-03-22;TGEkmet18;-;-;2018-03-22/TGEkmet18
2392;2392;2018-03-22;TGEoze;-;-;2018-03-22/TGEoze
2393;2393;2018-03-22;TGEozea;77.33;174745.96;2018-03-22/TGEozea
2394;2394;2018-03-22;TGEozebio;317.59;2705.15;2018-03-22/TGEozebio
2395;2395;2018-03-27;TGEbg;-;-;2018-03-27/TGEbg
2396;2396;2018-03-27;TGEef;662.68;1412.74;2018-03-27/TGEef
2397;2397;2018-03-27;TGEef17;616.48;121.32;2018-03-27/TGEef17
2398;2398;2018-03-27;TGEef18;-;-;2018-03-27/TGEef18
2399;2399;2018-03-27;TGEeff;-;-;2018-03-27/TGEeff
2400;2400;2018-03-27;TGEkec17;9.80;177017.78;2018-03-27/TGEkec17
2401;2401;2018-03-27;TGEkec18;-;-;2018-03-27/TGEkec18
2402;2402;2018-03-27;TGEkgm17;117.40;38315.83;2018-03-27/TGEkgm17
2403;2403;2018-03-27;TGEkgm18;104.24;2643.67;2018-03-27/TGEkgm18
2404;2404;2018-03-27;TGEkmet17;55.36;17911.80;2018-03-27/TGEkmet17
2405;2405;2018-03-27;TGEkmet18;-;-;2018-03-27/TGEkmet18
2406;2406;2018-03-27;TGEoze;-;-;2018-03-27/TGEoze
2407;2407;2018-03-27;TGEozea;70.58;124618.32;2018-03-27/TGEozea
2408;2408;2018-03-27;TGEozebio;318.06;6110.02;2018-03-27/TGEozebio
2409;2409;2018-03-29;TGEbg;-;-;2018-03-29/TGEbg
2410;2410;2018-03-29;TGEef;665.74;576.00;2018-03-29/TGEef
2411;2411;2018-03-29;TGEef17;650.00;303.48;2018-03-29/TGEef17
2412;2412;2018-03-29;TGEef18;-;-;2018-03-29/TGEef18
2413;2413;2018-03-29;TGEeff;1500.00;460.29;2018-03-29/TGEeff
2414;2414;2018-03-29;TGEkec17;9.78;200706.59;2018-03-29/TGEkec17
2415;2415;2018-03-29;TGEkec18;-;-;2018-03-29/TGEkec18
2416;2416;2018-03-29;TGEkgm17;117.21;46392.17;2018-03-29/TGEkgm17
2417;2417;2018-03-29;TGEkgm18;105.69;686.85;2018-03-29/TGEkgm18
2418;2418;2018-03-29;TGEkmet17;55.35;1000.00;2018-03-29/TGEkmet17
2419;2419;2018-03-29;TGEkmet18;-;-;2018-03-29/TGEkmet18
2420;2420;2018-03-29;TGEoze;-;-;2018-03-29/TGEoze
2421;2421;2018-03-29;TGEozea;69.12;116444.34;2018-03-29/TGEozea
2422;2422;2018-03-29;TGEozebio;317.98;3947.23;2018-03-29/TGEozebio
2423;2423;2018-04-03;TGEbg;-;-;2018-04-03/TGEbg
2424;2424;2018-04-03;TGEef;699.80;1512.37;2018-04-03/TGEef
2425;2425;2018-04-03;TGEef17;-;-;2018-04-03/TGEef17
2426;2426;2018-04-03;TGEef18;-;-;2018-04-03/TGEef18
2427;2427;2018-04-03;TGEeff;1570.00;5.31;2018-04-03/TGEeff
2428;2428;2018-04-03;TGEkec17;9.77;144000.00;2018-04-03/TGEkec17
2429;2429;2018-04-03;TGEkec18;-;-;2018-04-03/TGEkec18
2430;2430;2018-04-03;TGEkgm17;117.10;48638.47;2018-04-03/TGEkgm17
2431;2431;2018-04-03;TGEkgm18;-;-;2018-04-03/TGEkgm18
2432;2432;2018-04-03;TGEkmet17;55.34;14539.68;2018-04-03/TGEkmet17
2433;2433;2018-04-03;TGEkmet18;-;-;2018-04-03/TGEkmet18
2434;2434;2018-04-03;TGEoze;-;-;2018-04-03/TGEoze
2435;2435;2018-04-03;TGEozea;71.77;55869.34;2018-04-03/TGEozea
2436;2436;2018-04-03;TGEozebio;317.80;2275.63;2018-04-03/TGEozebio
2437;2437;2018-04-05;TGEbg;-;-;2018-04-05/TGEbg
2438;2438;2018-04-05;TGEef;723.16;726.11;2018-04-05/TGEef
2439;2439;2018-04-05;TGEef17;661.91;130.55;2018-04-05/TGEef17
2440;2440;2018-04-05;TGEef18;-;-;2018-04-05/TGEef18
2441;2441;2018-04-05;TGEeff;-;-;2018-04-05/TGEeff
2442;2442;2018-04-05;TGEkec17;9.77;177542.39;2018-04-05/TGEkec17
2443;2443;2018-04-05;TGEkec18;-;-;2018-04-05/TGEkec18
2444;2444;2018-04-05;TGEkgm17;117.15;93874.77;2018-04-05/TGEkgm17
2445;2445;2018-04-05;TGEkgm18;106.32;1003.83;2018-04-05/TGEkgm18
2446;2446;2018-04-05;TGEkmet17;-;-;2018-04-05/TGEkmet17
2447;2447;2018-04-05;TGEkmet18;-;-;2018-04-05/TGEkmet18
2448;2448;2018-04-05;TGEoze;-;-;2018-04-05/TGEoze
2449;2449;2018-04-05;TGEozea;69.49;111565.21;2018-04-05/TGEozea
2450;2450;2018-04-05;TGEozebio;317.90;5522.26;2018-04-05/TGEozebio
2451;2451;2018-04-10;TGEbg;-;-;2018-04-10/TGEbg
2452;2452;2018-04-10;TGEef;736.07;1874.50;2018-04-10/TGEef
2453;2453;2018-04-10;TGEef17;699.99;231.38;2018-04-10/TGEef17
2454;2454;2018-04-10;TGEef18;-;-;2018-04-10/TGEef18
2455;2455;2018-04-10;TGEeff;-;-;2018-04-10/TGEeff
2456;2456;2018-04-10;TGEkec17;9.78;108980.17;2018-04-10/TGEkec17
2457;2457;2018-04-10;TGEkec18;-;-;2018-04-10/TGEkec18
2458;2458;2018-04-10;TGEkgm17;117.17;54653.83;2018-04-10/TGEkgm17
2459;2459;2018-04-10;TGEkgm18;107.32;3837.52;2018-04-10/TGEkgm18
2460;2460;2018-04-10;TGEkmet17;-;-;2018-04-10/TGEkmet17
2461;2461;2018-04-10;TGEkmet18;-;-;2018-04-10/TGEkmet18
2462;2462;2018-04-10;TGEoze;-;-;2018-04-10/TGEoze
2463;2463;2018-04-10;TGEozea;70.46;119205.42;2018-04-10/TGEozea
2464;2464;2018-04-10;TGEozebio;317.90;14759.00;2018-04-10/TGEozebio
2465;2465;2018-04-12;TGEbg;-;-;2018-04-12/TGEbg
2466;2466;2018-04-12;TGEef;732.58;836.27;2018-04-12/TGEef
2467;2467;2018-04-12;TGEef17;-;-;2018-04-12/TGEef17
2468;2468;2018-04-12;TGEef18;-;-;2018-04-12/TGEef18
2469;2469;2018-04-12;TGEeff;-;-;2018-04-12/TGEeff
2470;2470;2018-04-12;TGEkec17;9.78;30000.00;2018-04-12/TGEkec17
2471;2471;2018-04-12;TGEkec18;-;-;2018-04-12/TGEkec18
2472;2472;2018-04-12;TGEkgm17;117.17;71070.60;2018-04-12/TGEkgm17
2473;2473;2018-04-12;TGEkgm18;107.55;7502.93;2018-04-12/TGEkgm18
2474;2474;2018-04-12;TGEkmet17;55.35;400.98;2018-04-12/TGEkmet17
2475;2475;2018-04-12;TGEkmet18;-;-;2018-04-12/TGEkmet18
2476;2476;2018-04-12;TGEoze;-;-;2018-04-12/TGEoze
2477;2477;2018-04-12;TGEozea;70.81;95515.70;2018-04-12/TGEozea
2478;2478;2018-04-12;TGEozebio;317.87;2890.71;2018-04-12/TGEozebio
2479;2479;2018-04-17;TGEbg;-;-;2018-04-17/TGEbg
2480;2480;2018-04-17;TGEef;701.87;1063.71;2018-04-17/TGEef
2481;2481;2018-04-17;TGEef17;670.00;103.36;2018-04-17/TGEef17
2482;2482;2018-04-17;TGEef18;-;-;2018-04-17/TGEef18
2483;2483;2018-04-17;TGEeff;-;-;2018-04-17/TGEeff
2484;2484;2018-04-17;TGEkec17;9.81;185444.20;2018-04-17/TGEkec17
2485;2485;2018-04-17;TGEkec18;-;-;2018-04-17/TGEkec18
2486;2486;2018-04-17;TGEkgm17;117.37;51760.52;2018-04-17/TGEkgm17
2487;2487;2018-04-17;TGEkgm18;107.66;6787.01;2018-04-17/TGEkgm18
2488;2488;2018-04-17;TGEkmet17;-;-;2018-04-17/TGEkmet17
2489;2489;2018-04-17;TGEkmet18;-;-;2018-04-17/TGEkmet18
2490;2490;2018-04-17;TGEoze;-;-;2018-04-17/TGEoze
2491;2491;2018-04-17;TGEozea;70.13;112940.40;2018-04-17/TGEozea
2492;2492;2018-04-17;TGEozebio;317.55;7529.46;2018-04-17/TGEozebio
2493;2493;2018-04-19;TGEbg;-;-;2018-04-19/TGEbg
2494;2494;2018-04-19;TGEef;719.18;849.75;2018-04-19/TGEef
2495;2495;2018-04-19;TGEef17;700.00;3.50;2018-04-19/TGEef17
2496;2496;2018-04-19;TGEef18;700.00;494.92;2018-04-19/TGEef18
2497;2497;2018-04-19;TGEeff;1500.00;130.67;2018-04-19/TGEeff
2498;2498;2018-04-19;TGEkec17;9.80;81000.00;2018-04-19/TGEkec17
2499;2499;2018-04-19;TGEkec18;-;-;2018-04-19/TGEkec18
2500;2500;2018-04-19;TGEkgm17;117.57;40227.24;2018-04-19/TGEkgm17
2501;2501;2018-04-19;TGEkgm18;108.67;1500.00;2018-04-19/TGEkgm18
2502;2502;2018-04-19;TGEkmet17;55.40;3353.38;2018-04-19/TGEkmet17
2503;2503;2018-04-19;TGEkmet18;-;-;2018-04-19/TGEkmet18
2504;2504;2018-04-19;TGEoze;-;-;2018-04-19/TGEoze
2505;2505;2018-04-19;TGEozea;71.54;130027.45;2018-04-19/TGEozea
2506;2506;2018-04-19;TGEozebio;317.46;2143.98;2018-04-19/TGEozebio
2507;2507;2018-04-24;TGEbg;-;-;2018-04-24/TGEbg
2508;2508;2018-04-24;TGEef;723.22;1228.58;2018-04-24/TGEef
2509;2509;2018-04-24;TGEef17;-;-;2018-04-24/TGEef17
2510;2510;2018-04-24;TGEef18;-;-;2018-04-24/TGEef18
2511;2511;2018-04-24;TGEeff;1500.00;39.18;2018-04-24/TGEeff
2512;2512;2018-04-24;TGEkec17;9.79;89260.86;2018-04-24/TGEkec17
2513;2513;2018-04-24;TGEkec18;-;-;2018-04-24/TGEkec18
2514;2514;2018-04-24;TGEkgm17;117.68;47351.18;2018-04-24/TGEkgm17
2515;2515;2018-04-24;TGEkgm18;108.45;13093.88;2018-04-24/TGEkgm18
2516;2516;2018-04-24;TGEkmet17;55.40;5949.74;2018-04-24/TGEkmet17
2517;2517;2018-04-24;TGEkmet18;-;-;2018-04-24/TGEkmet18
2518;2518;2018-04-24;TGEoze;-;-;2018-04-24/TGEoze
2519;2519;2018-04-24;TGEozea;71.81;125905.88;2018-04-24/TGEozea
2520;2520;2018-04-24;TGEozebio;317.55;3483.25;2018-04-24/TGEozebio
2521;2521;2018-04-26;TGEbg;-;-;2018-04-26/TGEbg
2522;2522;2018-04-26;TGEef;719.18;1323.00;2018-04-26/TGEef
2523;2523;2018-04-26;TGEef17;730.00;59.00;2018-04-26/TGEef17
2524;2524;2018-04-26;TGEef18;-;-;2018-04-26/TGEef18
2525;2525;2018-04-26;TGEeff;-;-;2018-04-26/TGEeff
2526;2526;2018-04-26;TGEkec17;9.78;106335.27;2018-04-26/TGEkec17
2527;2527;2018-04-26;TGEkec18;-;-;2018-04-26/TGEkec18
2528;2528;2018-04-26;TGEkgm17;117.84;47427.23;2018-04-26/TGEkgm17
2529;2529;2018-04-26;TGEkgm18;108.14;9321.38;2018-04-26/TGEkgm18
2530;2530;2018-04-26;TGEkmet17;-;-;2018-04-26/TGEkmet17
2531;2531;2018-04-26;TGEkmet18;-;-;2018-04-26/TGEkmet18
2532;2532;2018-04-26;TGEoze;-;-;2018-04-26/TGEoze
2533;2533;2018-04-26;TGEozea;72.80;131955.70;2018-04-26/TGEozea
2534;2534;2018-04-26;TGEozebio;316.84;3837.52;2018-04-26/TGEozebio
2535;2535;2018-05-08;TGEbg;-;-;2018-05-08/TGEbg
2536;2536;2018-05-08;TGEef;720.00;1272.69;2018-05-08/TGEef
2537;2537;2018-05-08;TGEef17;-;-;2018-05-08/TGEef17
2538;2538;2018-05-08;TGEef18;-;-;2018-05-08/TGEef18
2539;2539;2018-05-08;TGEeff;-;-;2018-05-08/TGEeff
2540;2540;2018-05-08;TGEkec17;9.79;101342.92;2018-05-08/TGEkec17
2541;2541;2018-05-08;TGEkec18;-;-;2018-05-08/TGEkec18
2542;2542;2018-05-08;TGEkgm17;117.79;41152.32;2018-05-08/TGEkgm17
2543;2543;2018-05-08;TGEkgm18;107.78;21850.07;2018-05-08/TGEkgm18
2544;2544;2018-05-08;TGEkmet17;55.50;13.57;2018-05-08/TGEkmet17
2545;2545;2018-05-08;TGEkmet18;-;-;2018-05-08/TGEkmet18
2546;2546;2018-05-08;TGEoze;-;-;2018-05-08/TGEoze
2547;2547;2018-05-08;TGEozea;73.23;166373.57;2018-05-08/TGEozea
2548;2548;2018-05-08;TGEozebio;316.87;7107.77;2018-05-08/TGEozebio
2549;2549;2018-05-10;TGEbg;-;-;2018-05-10/TGEbg
2550;2550;2018-05-10;TGEef;720.48;1267.63;2018-05-10/TGEef
2551;2551;2018-05-10;TGEef17;-;-;2018-05-10/TGEef17
2552;2552;2018-05-10;TGEef18;-;-;2018-05-10/TGEef18
2553;2553;2018-05-10;TGEeff;1580.00;275.66;2018-05-10/TGEeff
2554;2554;2018-05-10;TGEkec17;9.79;83614.38;2018-05-10/TGEkec17
2555;2555;2018-05-10;TGEkec18;-;-;2018-05-10/TGEkec18
2556;2556;2018-05-10;TGEkgm17;118.14;63418.28;2018-05-10/TGEkgm17
2557;2557;2018-05-10;TGEkgm18;107.34;18470.58;2018-05-10/TGEkgm18
2558;2558;2018-05-10;TGEkmet17;-;-;2018-05-10/TGEkmet17
2559;2559;2018-05-10;TGEkmet18;-;-;2018-05-10/TGEkmet18
2560;2560;2018-05-10;TGEoze;-;-;2018-05-10/TGEoze
2561;2561;2018-05-10;TGEozea;75.14;54701.70;2018-05-10/TGEozea
2562;2562;2018-05-10;TGEozebio;316.35;4069.88;2018-05-10/TGEozebio
2563;2563;2018-05-15;TGEbg;-;-;2018-05-15/TGEbg
2564;2564;2018-05-15;TGEef;722.14;1765.67;2018-05-15/TGEef
2565;2565;2018-05-15;TGEef17;-;-;2018-05-15/TGEef17
2566;2566;2018-05-15;TGEef18;-;-;2018-05-15/TGEef18
2567;2567;2018-05-15;TGEeff;1500.10;164.63;2018-05-15/TGEeff
2568;2568;2018-05-15;TGEkec17;9.79;159399.91;2018-05-15/TGEkec17
2569;2569;2018-05-15;TGEkec18;-;-;2018-05-15/TGEkec18
2570;2570;2018-05-15;TGEkgm17;117.98;86161.78;2018-05-15/TGEkgm17
2571;2571;2018-05-15;TGEkgm18;106.89;7533.28;2018-05-15/TGEkgm18
2572;2572;2018-05-15;TGEkmet17;-;-;2018-05-15/TGEkmet17
2573;2573;2018-05-15;TGEkmet18;-;-;2018-05-15/TGEkmet18
2574;2574;2018-05-15;TGEoze;-;-;2018-05-15/TGEoze
2575;2575;2018-05-15;TGEozea;77.77;149294.08;2018-05-15/TGEozea
2576;2576;2018-05-15;TGEozebio;316.50;5700.89;2018-05-15/TGEozebio
2577;2577;2018-05-17;TGEbg;-;-;2018-05-17/TGEbg
2578;2578;2018-05-17;TGEef;714.62;2253.93;2018-05-17/TGEef
2579;2579;2018-05-17;TGEef17;-;-;2018-05-17/TGEef17
2580;2580;2018-05-17;TGEef18;710.00;25.00;2018-05-17/TGEef18
2581;2581;2018-05-17;TGEeff;1501.00;44.19;2018-05-17/TGEeff
2582;2582;2018-05-17;TGEkec17;9.79;95680.58;2018-05-17/TGEkec17
2583;2583;2018-05-17;TGEkec18;-;-;2018-05-17/TGEkec18
2584;2584;2018-05-17;TGEkgm17;118.06;57987.31;2018-05-17/TGEkgm17
2585;2585;2018-05-17;TGEkgm18;106.95;21028.56;2018-05-17/TGEkgm18
2586;2586;2018-05-17;TGEkmet17;-;-;2018-05-17/TGEkmet17
2587;2587;2018-05-17;TGEkmet18;-;-;2018-05-17/TGEkmet18
2588;2588;2018-05-17;TGEoze;-;-;2018-05-17/TGEoze
2589;2589;2018-05-17;TGEozea;79.54;183570.90;2018-05-17/TGEozea
2590;2590;2018-05-17;TGEozebio;312.57;7115.16;2018-05-17/TGEozebio
2591;2591;2018-05-22;TGEbg;-;-;2018-05-22/TGEbg
2592;2592;2018-05-22;TGEef;716.50;2968.04;2018-05-22/TGEef
2593;2593;2018-05-22;TGEef17;-;-;2018-05-22/TGEef17
2594;2594;2018-05-22;TGEef18;-;-;2018-05-22/TGEef18
2595;2595;2018-05-22;TGEeff;-;-;2018-05-22/TGEeff
2596;2596;2018-05-22;TGEkec17;9.78;82910.53;2018-05-22/TGEkec17
2597;2597;2018-05-22;TGEkec18;-;-;2018-05-22/TGEkec18
2598;2598;2018-05-22;TGEkgm17;118.34;22813.63;2018-05-22/TGEkgm17
2599;2599;2018-05-22;TGEkgm18;107.45;8500.17;2018-05-22/TGEkgm18
2600;2600;2018-05-22;TGEkmet17;-;-;2018-05-22/TGEkmet17
2601;2601;2018-05-22;TGEkmet18;55.00;2415.00;2018-05-22/TGEkmet18
2602;2602;2018-05-22;TGEoze;-;-;2018-05-22/TGEoze
2603;2603;2018-05-22;TGEozea;78.27;208640.18;2018-05-22/TGEozea
2604;2604;2018-05-22;TGEozebio;314.55;4636.41;2018-05-22/TGEozebio
2605;2605;2018-05-24;TGEbg;-;-;2018-05-24/TGEbg
2606;2606;2018-05-24;TGEef;711.20;2384.40;2018-05-24/TGEef
2607;2607;2018-05-24;TGEef17;-;-;2018-05-24/TGEef17
2608;2608;2018-05-24;TGEef18;-;-;2018-05-24/TGEef18
2609;2609;2018-05-24;TGEeff;-;-;2018-05-24/TGEeff
2610;2610;2018-05-24;TGEkec17;9.80;9193.99;2018-05-24/TGEkec17
2611;2611;2018-05-24;TGEkec18;8.52;1000.00;2018-05-24/TGEkec18
2612;2612;2018-05-24;TGEkgm17;118.45;14639.04;2018-05-24/TGEkgm17
2613;2613;2018-05-24;TGEkgm18;107.90;3509.81;2018-05-24/TGEkgm18
2614;2614;2018-05-24;TGEkmet17;-;-;2018-05-24/TGEkmet17
2615;2615;2018-05-24;TGEkmet18;55.60;51.88;2018-05-24/TGEkmet18
2616;2616;2018-05-24;TGEoze;-;-;2018-05-24/TGEoze
2617;2617;2018-05-24;TGEozea;78.07;212312.04;2018-05-24/TGEozea
2618;2618;2018-05-24;TGEozebio;315.91;5640.42;2018-05-24/TGEozebio
2619;2619;2018-05-29;TGEbg;-;-;2018-05-29/TGEbg
2620;2620;2018-05-29;TGEef;709.53;2043.56;2018-05-29/TGEef
2621;2621;2018-05-29;TGEef17;-;-;2018-05-29/TGEef17
2622;2622;2018-05-29;TGEef18;-;-;2018-05-29/TGEef18
2623;2623;2018-05-29;TGEeff;-;-;2018-05-29/TGEeff
2624;2624;2018-05-29;TGEkec17;9.79;39344.14;2018-05-29/TGEkec17
2625;2625;2018-05-29;TGEkec18;-;-;2018-05-29/TGEkec18
2626;2626;2018-05-29;TGEkgm17;118.55;11467.51;2018-05-29/TGEkgm17
2627;2627;2018-05-29;TGEkgm18;107.88;2667.90;2018-05-29/TGEkgm18
2628;2628;2018-05-29;TGEkmet17;55.50;167.03;2018-05-29/TGEkmet17
2629;2629;2018-05-29;TGEkmet18;55.00;1000.00;2018-05-29/TGEkmet18
2630;2630;2018-05-29;TGEoze;-;-;2018-05-29/TGEoze
2631;2631;2018-05-29;TGEozea;78.99;237283.50;2018-05-29/TGEozea
2632;2632;2018-05-29;TGEozebio;316.73;7167.75;2018-05-29/TGEozebio
2633;2633;2018-06-05;TGEbg;-;-;2018-06-05/TGEbg
2634;2634;2018-06-05;TGEef;714.68;2840.87;2018-06-05/TGEef
2635;2635;2018-06-05;TGEef17;-;-;2018-06-05/TGEef17
2636;2636;2018-06-05;TGEef18;710.00;300.00;2018-06-05/TGEef18
2637;2637;2018-06-05;TGEeff;-;-;2018-06-05/TGEeff
2638;2638;2018-06-05;TGEkec17;-;-;2018-06-05/TGEkec17
2639;2639;2018-06-05;TGEkec18;8.65;5000.00;2018-06-05/TGEkec18
2640;2640;2018-06-05;TGEkgm17;119.27;772.14;2018-06-05/TGEkgm17
2641;2641;2018-06-05;TGEkgm18;107.93;16280.26;2018-06-05/TGEkgm18
2642;2642;2018-06-05;TGEkmet17;-;-;2018-06-05/TGEkmet17
2643;2643;2018-06-05;TGEkmet18;55.60;3700.00;2018-06-05/TGEkmet18
2644;2644;2018-06-05;TGEoze;-;-;2018-06-05/TGEoze
2645;2645;2018-06-05;TGEozea;77.57;222859.63;2018-06-05/TGEozea
2646;2646;2018-06-05;TGEozebio;316.04;4662.82;2018-06-05/TGEozebio
2647;2647;2018-06-07;TGEbg;-;-;2018-06-07/TGEbg
2648;2648;2018-06-07;TGEef;708.40;1222.63;2018-06-07/TGEef
2649;2649;2018-06-07;TGEef17;-;-;2018-06-07/TGEef17
2650;2650;2018-06-07;TGEef18;710.00;88.15;2018-06-07/TGEef18
