;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh);wolumen (MWh);ukey
2064;2064;2018-11-29;TGEgasDA;116.43;121560.00;2018-11-29/TGEgasDA
2065;2065;2018-11-29;TGEsgtDA;-;-;2018-11-29/TGEsgtDA
2066;2066;2018-11-30;TGEgasDA;116.29;125400.00;2018-11-30/TGEgasDA
2067;2067;2018-11-30;TGEsgtDA;-;-;2018-11-30/TGEsgtDA
2068;2068;2018-12-01;TGEgasDA;115.18;64656.00;2018-12-01/TGEgasDA
2069;2069;2018-12-01;TGEsgtDA;-;-;2018-12-01/TGEsgtDA
2070;2070;2018-12-02;TGEgasDA;111.12;5832.00;2018-12-02/TGEgasDA
2071;2071;2018-12-02;TGEsgtDA;-;-;2018-12-02/TGEsgtDA
2072;2072;2018-12-03;TGEgasDA;111.67;114504.00;2018-12-03/TGEgasDA
2073;2073;2018-12-03;TGEsgtDA;-;-;2018-12-03/TGEsgtDA
2074;2074;2018-12-04;TGEgasDA;114.80;86400.00;2018-12-04/TGEgasDA
2075;2075;2018-12-04;TGEsgtDA;-;-;2018-12-04/TGEsgtDA
2076;2076;2018-12-05;TGEgasDA;113.53;100104.00;2018-12-05/TGEgasDA
2077;2077;2018-12-05;TGEsgtDA;-;-;2018-12-05/TGEsgtDA
2078;2078;2018-12-06;TGEgasDA;111.94;92472.00;2018-12-06/TGEgasDA
2079;2079;2018-12-06;TGEsgtDA;-;-;2018-12-06/TGEsgtDA
2080;2080;2018-12-07;TGEgasDA;107.19;62088.00;2018-12-07/TGEgasDA
2081;2081;2018-12-07;TGEsgtDA;-;-;2018-12-07/TGEsgtDA
2082;2082;2018-12-08;TGEgasDA;104.94;11976.00;2018-12-08/TGEgasDA
2083;2083;2018-12-08;TGEsgtDA;-;-;2018-12-08/TGEsgtDA
2084;2084;2018-12-09;TGEgasDA;101.15;3360.00;2018-12-09/TGEgasDA
2085;2085;2018-12-09;TGEsgtDA;-;-;2018-12-09/TGEsgtDA
2086;2086;2018-12-10;TGEgasDA;106.51;55848.00;2018-12-10/TGEgasDA
2087;2087;2018-12-10;TGEsgtDA;-;-;2018-12-10/TGEsgtDA
2088;2088;2018-12-11;TGEgasDA;108.24;79416.00;2018-12-11/TGEgasDA
2089;2089;2018-12-11;TGEsgtDA;-;-;2018-12-11/TGEsgtDA
2090;2090;2018-12-12;TGEgasDA;111.17;101544.00;2018-12-12/TGEgasDA
2091;2091;2018-12-12;TGEsgtDA;-;-;2018-12-12/TGEsgtDA
2092;2092;2018-12-13;TGEgasDA;113.34;109416.00;2018-12-13/TGEgasDA
2093;2093;2018-12-13;TGEsgtDA;-;-;2018-12-13/TGEsgtDA
2094;2094;2018-12-14;TGEgasDA;115.35;120552.00;2018-12-14/TGEgasDA
2095;2095;2018-12-14;TGEsgtDA;-;-;2018-12-14/TGEsgtDA
2096;2096;2018-12-15;TGEgasDA;116.06;18408.00;2018-12-15/TGEgasDA
2097;2097;2018-12-15;TGEsgtDA;-;-;2018-12-15/TGEsgtDA
2098;2098;2018-12-16;TGEgasDA;115.97;21096.00;2018-12-16/TGEgasDA
2099;2099;2018-12-16;TGEsgtDA;-;-;2018-12-16/TGEsgtDA
2100;2100;2018-12-17;TGEgasDA;117.03;88104.00;2018-12-17/TGEgasDA
2101;2101;2018-12-17;TGEsgtDA;-;-;2018-12-17/TGEsgtDA
2102;2102;2018-12-18;TGEgasDA;116.67;105192.00;2018-12-18/TGEgasDA
2103;2103;2018-12-18;TGEsgtDA;-;-;2018-12-18/TGEsgtDA
2104;2104;2018-12-19;TGEgasDA;113.58;95904.00;2018-12-19/TGEgasDA
2105;2105;2018-12-19;TGEsgtDA;-;-;2018-12-19/TGEsgtDA
2106;2106;2018-12-20;TGEgasDA;114.23;92688.00;2018-12-20/TGEgasDA
2107;2107;2018-12-20;TGEglwDA;-;-;2018-12-20/TGEglwDA
2108;2108;2018-12-20;TGEsgtDA;-;-;2018-12-20/TGEsgtDA
2109;2109;2018-12-21;TGEgasDA;113.77;60744.00;2018-12-21/TGEgasDA
2110;2110;2018-12-21;TGEglwDA;-;-;2018-12-21/TGEglwDA
2111;2111;2018-12-21;TGEsgtDA;-;-;2018-12-21/TGEsgtDA
2112;2112;2018-12-22;TGEgasDA;109.69;5040.00;2018-12-22/TGEgasDA
2113;2113;2018-12-22;TGEglwDA;-;-;2018-12-22/TGEglwDA
2114;2114;2018-12-22;TGEsgtDA;-;-;2018-12-22/TGEsgtDA
2115;2115;2018-12-23;TGEgasDA;104.36;21504.00;2018-12-23/TGEgasDA
2116;2116;2018-12-23;TGEglwDA;-;-;2018-12-23/TGEglwDA
2117;2117;2018-12-23;TGEsgtDA;-;-;2018-12-23/TGEsgtDA
2118;2118;2018-12-24;TGEgasDA;111.81;56496.00;2018-12-24/TGEgasDA
2119;2119;2018-12-24;TGEglwDA;-;-;2018-12-24/TGEglwDA
2120;2120;2018-12-24;TGEsgtDA;-;-;2018-12-24/TGEsgtDA
2121;2121;2018-12-25;TGEgasDA;110.81;36816.00;2018-12-25/TGEgasDA
2122;2122;2018-12-25;TGEglwDA;-;-;2018-12-25/TGEglwDA
2123;2123;2018-12-25;TGEsgtDA;-;-;2018-12-25/TGEsgtDA
2124;2124;2018-12-26;TGEgasDA;110.27;36624.00;2018-12-26/TGEgasDA
2125;2125;2018-12-26;TGEglwDA;-;-;2018-12-26/TGEglwDA
2126;2126;2018-12-26;TGEsgtDA;-;-;2018-12-26/TGEsgtDA
2127;2127;2018-12-27;TGEgasDA;113.92;58752.00;2018-12-27/TGEgasDA
2128;2128;2018-12-27;TGEglwDA;-;-;2018-12-27/TGEglwDA
2129;2129;2018-12-27;TGEsgtDA;-;-;2018-12-27/TGEsgtDA
2130;2130;2018-12-28;TGEgasDA;111.12;57096.00;2018-12-28/TGEgasDA
2131;2131;2018-12-28;TGEglwDA;-;-;2018-12-28/TGEglwDA
2132;2132;2018-12-28;TGEsgtDA;-;-;2018-12-28/TGEsgtDA
2133;2133;2018-12-29;TGEgasDA;104.15;7968.00;2018-12-29/TGEgasDA
2134;2134;2018-12-29;TGEglwDA;-;-;2018-12-29/TGEglwDA
2135;2135;2018-12-29;TGEsgtDA;-;-;2018-12-29/TGEsgtDA
2136;2136;2018-12-30;TGEgasDA;98.50;6744.00;2018-12-30/TGEgasDA
2137;2137;2018-12-30;TGEglwDA;-;-;2018-12-30/TGEglwDA
2138;2138;2018-12-30;TGEsgtDA;-;-;2018-12-30/TGEsgtDA
2139;2139;2018-12-31;TGEgasDA;104.85;39720.00;2018-12-31/TGEgasDA
2140;2140;2018-12-31;TGEglwDA;-;-;2018-12-31/TGEglwDA
2141;2141;2018-12-31;TGEsgtDA;-;-;2018-12-31/TGEsgtDA
2142;2142;2019-01-01;TGEgasDA;92.42;18888.00;2019-01-01/TGEgasDA
2143;2143;2019-01-01;TGEglwDA;-;-;2019-01-01/TGEglwDA
2144;2144;2019-01-01;TGEsgtDA;-;-;2019-01-01/TGEsgtDA
2145;2145;2019-01-02;TGEgasDA;97.46;13008.00;2019-01-02/TGEgasDA
2146;2146;2019-01-02;TGEglwDA;-;-;2019-01-02/TGEglwDA
2147;2147;2019-01-02;TGEsgtDA;-;-;2019-01-02/TGEsgtDA
2148;2148;2019-01-03;TGEgasDA;103.18;62664.00;2019-01-03/TGEgasDA
2149;2149;2019-01-03;TGEglwDA;-;-;2019-01-03/TGEglwDA
2150;2150;2019-01-03;TGEsgtDA;-;-;2019-01-03/TGEsgtDA
2151;2151;2019-01-04;TGEgasDA;104.11;75336.00;2019-01-04/TGEgasDA
2152;2152;2019-01-04;TGEglwDA;-;-;2019-01-04/TGEglwDA
2153;2153;2019-01-04;TGEsgtDA;-;-;2019-01-04/TGEsgtDA
2154;2154;2019-01-05;TGEgasDA;105.24;1104.00;2019-01-05/TGEgasDA
2155;2155;2019-01-05;TGEglwDA;-;-;2019-01-05/TGEglwDA
2156;2156;2019-01-05;TGEsgtDA;-;-;2019-01-05/TGEsgtDA
2157;2157;2019-01-06;TGEgasDA;104.66;24528.00;2019-01-06/TGEgasDA
2158;2158;2019-01-06;TGEglwDA;-;-;2019-01-06/TGEglwDA
2159;2159;2019-01-06;TGEsgtDA;-;-;2019-01-06/TGEsgtDA
2160;2160;2019-01-07;TGEgasDA;106.39;81648.00;2019-01-07/TGEgasDA
2161;2161;2019-01-07;TGEglwDA;-;-;2019-01-07/TGEglwDA
2162;2162;2019-01-07;TGEsgtDA;-;-;2019-01-07/TGEsgtDA
2163;2163;2019-01-08;TGEgasDA;102.57;69072.00;2019-01-08/TGEgasDA
2164;2164;2019-01-08;TGEglwDA;-;-;2019-01-08/TGEglwDA
2165;2165;2019-01-08;TGEsgtDA;-;-;2019-01-08/TGEsgtDA
2166;2166;2019-01-09;TGEgasDA;103.55;92640.00;2019-01-09/TGEgasDA
2167;2167;2019-01-09;TGEglwDA;-;-;2019-01-09/TGEglwDA
2168;2168;2019-01-09;TGEsgtDA;-;-;2019-01-09/TGEsgtDA
2169;2169;2019-01-10;TGEgasDA;106.74;117840.00;2019-01-10/TGEgasDA
2170;2170;2019-01-10;TGEglwDA;-;-;2019-01-10/TGEglwDA
2171;2171;2019-01-10;TGEsgtDA;-;-;2019-01-10/TGEsgtDA
2172;2172;2019-01-11;TGEgasDA;102.47;92136.00;2019-01-11/TGEgasDA
2173;2173;2019-01-11;TGEglwDA;-;-;2019-01-11/TGEglwDA
2174;2174;2019-01-11;TGEsgtDA;-;-;2019-01-11/TGEsgtDA
2175;2175;2019-01-12;TGEgasDA;104.89;38304.00;2019-01-12/TGEgasDA
2176;2176;2019-01-12;TGEglwDA;-;-;2019-01-12/TGEglwDA
2177;2177;2019-01-12;TGEsgtDA;-;-;2019-01-12/TGEsgtDA
2178;2178;2019-01-13;TGEgasDA;94.20;5160.00;2019-01-13/TGEgasDA
2179;2179;2019-01-13;TGEglwDA;-;-;2019-01-13/TGEglwDA
2180;2180;2019-01-13;TGEsgtDA;-;-;2019-01-13/TGEsgtDA
2181;2181;2019-01-14;TGEgasDA;103.99;40176.00;2019-01-14/TGEgasDA
2182;2182;2019-01-14;TGEglwDA;-;-;2019-01-14/TGEglwDA
2183;2183;2019-01-14;TGEsgtDA;-;-;2019-01-14/TGEsgtDA
2184;2184;2019-01-15;TGEgasDA;102.81;44880.00;2019-01-15/TGEgasDA
2185;2185;2019-01-15;TGEglwDA;-;-;2019-01-15/TGEglwDA
2186;2186;2019-01-15;TGEsgtDA;-;-;2019-01-15/TGEsgtDA
2187;2187;2019-01-16;TGEgasDA;103.52;37920.00;2019-01-16/TGEgasDA
2188;2188;2019-01-16;TGEglwDA;-;-;2019-01-16/TGEglwDA
2189;2189;2019-01-16;TGEsgtDA;-;-;2019-01-16/TGEsgtDA
2190;2190;2019-01-17;TGEgasDA;104.10;79008.00;2019-01-17/TGEgasDA
2191;2191;2019-01-17;TGEglwDA;-;-;2019-01-17/TGEglwDA
2192;2192;2019-01-17;TGEsgtDA;-;-;2019-01-17/TGEsgtDA
2193;2193;2019-01-18;TGEgasDA;106.75;111912.00;2019-01-18/TGEgasDA
2194;2194;2019-01-18;TGEglwDA;-;-;2019-01-18/TGEglwDA
2195;2195;2019-01-18;TGEsgtDA;-;-;2019-01-18/TGEsgtDA
2196;2196;2019-01-19;TGEgasDA;107.27;5712.00;2019-01-19/TGEgasDA
2197;2197;2019-01-19;TGEglwDA;-;-;2019-01-19/TGEglwDA
2198;2198;2019-01-19;TGEsgtDA;-;-;2019-01-19/TGEsgtDA
2199;2199;2019-01-20;TGEgasDA;106.94;9456.00;2019-01-20/TGEgasDA
2200;2200;2019-01-20;TGEglwDA;-;-;2019-01-20/TGEglwDA
2201;2201;2019-01-20;TGEsgtDA;-;-;2019-01-20/TGEsgtDA
2202;2202;2019-01-21;TGEgasDA;107.97;115872.00;2019-01-21/TGEgasDA
2203;2203;2019-01-21;TGEglwDA;-;-;2019-01-21/TGEglwDA
2204;2204;2019-01-21;TGEsgtDA;-;-;2019-01-21/TGEsgtDA
2205;2205;2019-01-22;TGEgasDA;104.02;135648.00;2019-01-22/TGEgasDA
2206;2206;2019-01-22;TGEglwDA;-;-;2019-01-22/TGEglwDA
2207;2207;2019-01-22;TGEsgtDA;-;-;2019-01-22/TGEsgtDA
2208;2208;2019-01-23;TGEgasDA;104.32;145440.00;2019-01-23/TGEgasDA
2209;2209;2019-01-23;TGEglwDA;-;-;2019-01-23/TGEglwDA
2210;2210;2019-01-23;TGEsgtDA;-;-;2019-01-23/TGEsgtDA
2211;2211;2019-01-24;TGEgasDA;105.89;173568.00;2019-01-24/TGEgasDA
2212;2212;2019-01-24;TGEglwDA;-;-;2019-01-24/TGEglwDA
2213;2213;2019-01-24;TGEsgtDA;-;-;2019-01-24/TGEsgtDA
2214;2214;2019-01-25;TGEgasDA;104.27;174384.00;2019-01-25/TGEgasDA
2215;2215;2019-01-25;TGEglwDA;-;-;2019-01-25/TGEglwDA
2216;2216;2019-01-25;TGEsgtDA;-;-;2019-01-25/TGEsgtDA
2217;2217;2019-01-26;TGEgasDA;99.01;36360.00;2019-01-26/TGEgasDA
2218;2218;2019-01-26;TGEglwDA;-;-;2019-01-26/TGEglwDA
2219;2219;2019-01-26;TGEsgtDA;-;-;2019-01-26/TGEsgtDA
2220;2220;2019-01-27;TGEgasDA;91.83;8544.00;2019-01-27/TGEgasDA
2221;2221;2019-01-27;TGEglwDA;-;-;2019-01-27/TGEglwDA
2222;2222;2019-01-27;TGEsgtDA;-;-;2019-01-27/TGEsgtDA
2223;2223;2019-01-28;TGEgasDA;99.72;70224.00;2019-01-28/TGEgasDA
2224;2224;2019-01-28;TGEglwDA;-;-;2019-01-28/TGEglwDA
2225;2225;2019-01-28;TGEsgtDA;-;-;2019-01-28/TGEsgtDA
2226;2226;2019-01-29;TGEgasDA;99.49;106896.00;2019-01-29/TGEgasDA
2227;2227;2019-01-29;TGEglwDA;-;-;2019-01-29/TGEglwDA
2228;2228;2019-01-29;TGEsgtDA;-;-;2019-01-29/TGEsgtDA
2229;2229;2019-01-30;TGEgasDA;98.45;105816.00;2019-01-30/TGEgasDA
2230;2230;2019-01-30;TGEglwDA;-;-;2019-01-30/TGEglwDA
2231;2231;2019-01-30;TGEsgtDA;-;-;2019-01-30/TGEsgtDA
2232;2232;2019-01-31;TGEgasDA;100.98;87144.00;2019-01-31/TGEgasDA
2233;2233;2019-01-31;TGEglwDA;-;-;2019-01-31/TGEglwDA
2234;2234;2019-01-31;TGEsgtDA;-;-;2019-01-31/TGEsgtDA
2235;2235;2019-02-01;TGEgasDA;95.39;16872.00;2019-02-01/TGEgasDA
2236;2236;2019-02-01;TGEglwDA;-;-;2019-02-01/TGEglwDA
2237;2237;2019-02-01;TGEsgtDA;-;-;2019-02-01/TGEsgtDA
2238;2238;2019-02-02;TGEgasDA;84.41;14880.00;2019-02-02/TGEgasDA
2239;2239;2019-02-02;TGEglwDA;-;-;2019-02-02/TGEglwDA
2240;2240;2019-02-02;TGEsgtDA;-;-;2019-02-02/TGEsgtDA
2241;2241;2019-02-03;TGEgasDA;84.75;2088.00;2019-02-03/TGEgasDA
2242;2242;2019-02-03;TGEglwDA;-;-;2019-02-03/TGEglwDA
2243;2243;2019-02-03;TGEsgtDA;-;-;2019-02-03/TGEsgtDA
2244;2244;2019-02-04;TGEgasDA;93.55;67104.00;2019-02-04/TGEgasDA
2245;2245;2019-02-04;TGEglwDA;-;-;2019-02-04/TGEglwDA
2246;2246;2019-02-04;TGEsgtDA;-;-;2019-02-04/TGEsgtDA
2247;2247;2019-02-05;TGEgasDA;92.04;86712.00;2019-02-05/TGEgasDA
2248;2248;2019-02-05;TGEglwDA;-;-;2019-02-05/TGEglwDA
2249;2249;2019-02-05;TGEsgtDA;-;-;2019-02-05/TGEsgtDA
2250;2250;2019-02-06;TGEgasDA;94.52;74544.00;2019-02-06/TGEgasDA
2251;2251;2019-02-06;TGEglwDA;-;-;2019-02-06/TGEglwDA
2252;2252;2019-02-06;TGEsgtDA;-;-;2019-02-06/TGEsgtDA
2253;2253;2019-02-07;TGEgasDA;93.32;47688.00;2019-02-07/TGEgasDA
2254;2254;2019-02-07;TGEglwDA;-;-;2019-02-07/TGEglwDA
2255;2255;2019-02-07;TGEsgtDA;-;-;2019-02-07/TGEsgtDA
2256;2256;2019-02-08;TGEgasDA;92.99;32592.00;2019-02-08/TGEgasDA
2257;2257;2019-02-08;TGEglwDA;-;-;2019-02-08/TGEglwDA
2258;2258;2019-02-08;TGEsgtDA;-;-;2019-02-08/TGEsgtDA
2259;2259;2019-02-09;TGEgasDA;87.53;6168.00;2019-02-09/TGEgasDA
2260;2260;2019-02-09;TGEglwDA;-;-;2019-02-09/TGEglwDA
2261;2261;2019-02-09;TGEsgtDA;-;-;2019-02-09/TGEsgtDA
2262;2262;2019-02-10;TGEgasDA;79.30;24048.00;2019-02-10/TGEgasDA
2263;2263;2019-02-10;TGEglwDA;-;-;2019-02-10/TGEglwDA
2264;2264;2019-02-10;TGEsgtDA;-;-;2019-02-10/TGEsgtDA
2265;2265;2019-02-11;TGEgasDA;89.68;32664.00;2019-02-11/TGEgasDA
2266;2266;2019-02-11;TGEglwDA;-;-;2019-02-11/TGEglwDA
2267;2267;2019-02-11;TGEsgtDA;-;-;2019-02-11/TGEsgtDA
2268;2268;2019-02-12;TGEgasDA;88.40;58512.00;2019-02-12/TGEgasDA
2269;2269;2019-02-12;TGEglwDA;-;-;2019-02-12/TGEglwDA
2270;2270;2019-02-12;TGEsgtDA;-;-;2019-02-12/TGEsgtDA
2271;2271;2019-02-13;TGEgasDA;88.01;39696.00;2019-02-13/TGEgasDA
2272;2272;2019-02-13;TGEglwDA;-;-;2019-02-13/TGEglwDA
2273;2273;2019-02-13;TGEsgtDA;-;-;2019-02-13/TGEsgtDA
2274;2274;2019-02-14;TGEgasDA;87.98;32088.00;2019-02-14/TGEgasDA
2275;2275;2019-02-14;TGEglwDA;-;-;2019-02-14/TGEglwDA
2276;2276;2019-02-14;TGEsgtDA;-;-;2019-02-14/TGEsgtDA
2277;2277;2019-02-15;TGEgasDA;89.33;18552.00;2019-02-15/TGEgasDA
2278;2278;2019-02-15;TGEglwDA;-;-;2019-02-15/TGEglwDA
2279;2279;2019-02-15;TGEsgtDA;-;-;2019-02-15/TGEsgtDA
2280;2280;2019-02-16;TGEgasDA;80.41;3648.00;2019-02-16/TGEgasDA
2281;2281;2019-02-16;TGEglwDA;-;-;2019-02-16/TGEglwDA
2282;2282;2019-02-16;TGEsgtDA;-;-;2019-02-16/TGEsgtDA
2283;2283;2019-02-17;TGEgasDA;79.10;14064.00;2019-02-17/TGEgasDA
2284;2284;2019-02-17;TGEglwDA;-;-;2019-02-17/TGEglwDA
2285;2285;2019-02-17;TGEsgtDA;-;-;2019-02-17/TGEsgtDA
2286;2286;2019-02-18;TGEgasDA;81.52;19632.00;2019-02-18/TGEgasDA
2287;2287;2019-02-18;TGEglwDA;-;-;2019-02-18/TGEglwDA
2288;2288;2019-02-18;TGEsgtDA;-;-;2019-02-18/TGEsgtDA
2289;2289;2019-02-19;TGEgasDA;80.48;25320.00;2019-02-19/TGEgasDA
2290;2290;2019-02-19;TGEglwDA;-;-;2019-02-19/TGEglwDA
2291;2291;2019-02-19;TGEsgtDA;-;-;2019-02-19/TGEsgtDA
2292;2292;2019-02-20;TGEgasDA;79.36;18768.00;2019-02-20/TGEgasDA
2293;2293;2019-02-20;TGEglwDA;-;-;2019-02-20/TGEglwDA
2294;2294;2019-02-20;TGEsgtDA;-;-;2019-02-20/TGEsgtDA
2295;2295;2019-02-21;TGEgasDA;87.06;7416.00;2019-02-21/TGEgasDA
2296;2296;2019-02-21;TGEglwDA;-;-;2019-02-21/TGEglwDA
2297;2297;2019-02-21;TGEsgtDA;-;-;2019-02-21/TGEsgtDA
2298;2298;2019-02-22;TGEgasDA;87.17;58752.00;2019-02-22/TGEgasDA
2299;2299;2019-02-22;TGEglwDA;-;-;2019-02-22/TGEglwDA
2300;2300;2019-02-22;TGEsgtDA;-;-;2019-02-22/TGEsgtDA
2301;2301;2019-02-23;TGEgasDA;85.47;36432.00;2019-02-23/TGEgasDA
2302;2302;2019-02-23;TGEglwDA;-;-;2019-02-23/TGEglwDA
2303;2303;2019-02-23;TGEsgtDA;-;-;2019-02-23/TGEsgtDA
2304;2304;2019-02-24;TGEgasDA;83.73;17088.00;2019-02-24/TGEgasDA
2305;2305;2019-02-24;TGEglwDA;-;-;2019-02-24/TGEglwDA
2306;2306;2019-02-24;TGEsgtDA;-;-;2019-02-24/TGEsgtDA
2307;2307;2019-02-25;TGEgasDA;85.97;31344.00;2019-02-25/TGEgasDA
2308;2308;2019-02-25;TGEglwDA;-;-;2019-02-25/TGEglwDA
2309;2309;2019-02-25;TGEsgtDA;-;-;2019-02-25/TGEsgtDA
2310;2310;2019-02-26;TGEgasDA;83.94;16728.00;2019-02-26/TGEgasDA
2311;2311;2019-02-26;TGEglwDA;-;-;2019-02-26/TGEglwDA
2312;2312;2019-02-26;TGEsgtDA;-;-;2019-02-26/TGEsgtDA
2313;2313;2019-02-27;TGEgasDA;80.44;13968.00;2019-02-27/TGEgasDA
2314;2314;2019-02-27;TGEglwDA;-;-;2019-02-27/TGEglwDA
2315;2315;2019-02-27;TGEsgtDA;-;-;2019-02-27/TGEsgtDA
2316;2316;2019-02-28;TGEgasDA;78.66;23448.00;2019-02-28/TGEgasDA
2317;2317;2019-02-28;TGEglwDA;-;-;2019-02-28/TGEglwDA
2318;2318;2019-02-28;TGEsgtDA;-;-;2019-02-28/TGEsgtDA
2319;2319;2019-03-01;TGEgasDA;85.23;104976.00;2019-03-01/TGEgasDA
2320;2320;2019-03-01;TGEglwDA;-;-;2019-03-01/TGEglwDA
2321;2321;2019-03-01;TGEsgtDA;-;-;2019-03-01/TGEsgtDA
2322;2322;2019-03-02;TGEgasDA;85.67;57120.00;2019-03-02/TGEgasDA
2323;2323;2019-03-02;TGEglwDA;-;-;2019-03-02/TGEglwDA
2324;2324;2019-03-02;TGEsgtDA;-;-;2019-03-02/TGEsgtDA
2325;2325;2019-03-03;TGEgasDA;82.29;12648.00;2019-03-03/TGEgasDA
2326;2326;2019-03-03;TGEglwDA;-;-;2019-03-03/TGEglwDA
2327;2327;2019-03-03;TGEsgtDA;-;-;2019-03-03/TGEsgtDA
2328;2328;2019-03-04;TGEgasDA;86.00;36072.00;2019-03-04/TGEgasDA
2329;2329;2019-03-04;TGEglwDA;-;-;2019-03-04/TGEglwDA
2330;2330;2019-03-04;TGEsgtDA;-;-;2019-03-04/TGEsgtDA
2331;2331;2019-03-05;TGEgasDA;84.94;52248.00;2019-03-05/TGEgasDA
2332;2332;2019-03-05;TGEglwDA;-;-;2019-03-05/TGEglwDA
2333;2333;2019-03-05;TGEsgtDA;-;-;2019-03-05/TGEsgtDA
2334;2334;2019-03-06;TGEgasDA;84.65;63336.00;2019-03-06/TGEgasDA
2335;2335;2019-03-06;TGEglwDA;-;-;2019-03-06/TGEglwDA
2336;2336;2019-03-06;TGEsgtDA;-;-;2019-03-06/TGEsgtDA
2337;2337;2019-03-07;TGEgasDA;83.20;34560.00;2019-03-07/TGEgasDA
2338;2338;2019-03-07;TGEglwDA;-;-;2019-03-07/TGEglwDA
2339;2339;2019-03-07;TGEsgtDA;-;-;2019-03-07/TGEsgtDA
2340;2340;2019-03-08;TGEgasDA;82.66;43896.00;2019-03-08/TGEgasDA
2341;2341;2019-03-08;TGEglwDA;-;-;2019-03-08/TGEglwDA
2342;2342;2019-03-08;TGEsgtDA;-;-;2019-03-08/TGEsgtDA
2343;2343;2019-03-09;TGEgasDA;79.38;1056.00;2019-03-09/TGEgasDA
2344;2344;2019-03-09;TGEglwDA;-;-;2019-03-09/TGEglwDA
2345;2345;2019-03-09;TGEsgtDA;-;-;2019-03-09/TGEsgtDA
2346;2346;2019-03-10;TGEgasDA;80.12;16488.00;2019-03-10/TGEgasDA
2347;2347;2019-03-10;TGEglwDA;-;-;2019-03-10/TGEglwDA
2348;2348;2019-03-10;TGEsgtDA;-;-;2019-03-10/TGEsgtDA
2349;2349;2019-03-11;TGEgasDA;83.41;96360.00;2019-03-11/TGEgasDA
2350;2350;2019-03-11;TGEglwDA;-;-;2019-03-11/TGEglwDA
2351;2351;2019-03-11;TGEsgtDA;-;-;2019-03-11/TGEsgtDA
2352;2352;2019-03-12;TGEgasDA;82.93;112704.00;2019-03-12/TGEgasDA
2353;2353;2019-03-12;TGEglwDA;-;-;2019-03-12/TGEglwDA
2354;2354;2019-03-12;TGEsgtDA;-;-;2019-03-12/TGEsgtDA
2355;2355;2019-03-13;TGEgasDA;82.27;90984.00;2019-03-13/TGEgasDA
2356;2356;2019-03-13;TGEglwDA;-;-;2019-03-13/TGEglwDA
2357;2357;2019-03-13;TGEsgtDA;-;-;2019-03-13/TGEsgtDA
2358;2358;2019-03-14;TGEgasDA;80.00;81912.00;2019-03-14/TGEgasDA
2359;2359;2019-03-14;TGEglwDA;-;-;2019-03-14/TGEglwDA
2360;2360;2019-03-14;TGEsgtDA;-;-;2019-03-14/TGEsgtDA
2361;2361;2019-03-15;TGEgasDA;79.11;66096.00;2019-03-15/TGEgasDA
2362;2362;2019-03-15;TGEglwDA;-;-;2019-03-15/TGEglwDA
2363;2363;2019-03-15;TGEsgtDA;-;-;2019-03-15/TGEsgtDA
2364;2364;2019-03-16;TGEgasDA;75.94;37512.00;2019-03-16/TGEgasDA
2365;2365;2019-03-16;TGEglwDA;-;-;2019-03-16/TGEglwDA
2366;2366;2019-03-16;TGEsgtDA;-;-;2019-03-16/TGEsgtDA
2367;2367;2019-03-17;TGEgasDA;68.28;6672.00;2019-03-17/TGEgasDA
2368;2368;2019-03-17;TGEglwDA;-;-;2019-03-17/TGEglwDA
2369;2369;2019-03-17;TGEsgtDA;-;-;2019-03-17/TGEsgtDA
2370;2370;2019-03-18;TGEgasDA;74.89;48192.00;2019-03-18/TGEgasDA
2371;2371;2019-03-18;TGEglwDA;-;-;2019-03-18/TGEglwDA
2372;2372;2019-03-18;TGEsgtDA;-;-;2019-03-18/TGEsgtDA
2373;2373;2019-03-19;TGEgasDA;74.80;79968.00;2019-03-19/TGEgasDA
2374;2374;2019-03-19;TGEglwDA;-;-;2019-03-19/TGEglwDA
2375;2375;2019-03-19;TGEsgtDA;-;-;2019-03-19/TGEsgtDA
2376;2376;2019-03-20;TGEgasDA;76.41;77184.00;2019-03-20/TGEgasDA
2377;2377;2019-03-20;TGEglwDA;-;-;2019-03-20/TGEglwDA
2378;2378;2019-03-20;TGEsgtDA;-;-;2019-03-20/TGEsgtDA
2379;2379;2019-03-21;TGEgasDA;73.92;54744.00;2019-03-21/TGEgasDA
2380;2380;2019-03-21;TGEglwDA;-;-;2019-03-21/TGEglwDA
2381;2381;2019-03-21;TGEsgtDA;-;-;2019-03-21/TGEsgtDA
2382;2382;2019-03-22;TGEgasDA;73.30;41232.00;2019-03-22/TGEgasDA
2383;2383;2019-03-22;TGEglwDA;-;-;2019-03-22/TGEglwDA
2384;2384;2019-03-22;TGEsgtDA;-;-;2019-03-22/TGEsgtDA
2385;2385;2019-03-23;TGEgasDA;64.44;9192.00;2019-03-23/TGEgasDA
2386;2386;2019-03-23;TGEglwDA;-;-;2019-03-23/TGEglwDA
2387;2387;2019-03-23;TGEsgtDA;-;-;2019-03-23/TGEsgtDA
2388;2388;2019-03-24;TGEgasDA;67.00;2208.00;2019-03-24/TGEgasDA
2389;2389;2019-03-24;TGEglwDA;-;-;2019-03-24/TGEglwDA
2390;2390;2019-03-24;TGEsgtDA;-;-;2019-03-24/TGEsgtDA
2391;2391;2019-03-25;TGEgasDA;73.01;48144.00;2019-03-25/TGEgasDA
