;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh);wolumen (MWh);ukey
331;331;2016-07-15;TGEsgtDA;-;-;2016-07-15/TGEsgtDA
332;332;2016-07-16;TGEgasDA;65.43;4176.00;2016-07-16/TGEgasDA
333;333;2016-07-16;TGEsgtDA;-;-;2016-07-16/TGEsgtDA
334;334;2016-07-17;TGEgasDA;61.43;4344.00;2016-07-17/TGEgasDA
335;335;2016-07-17;TGEsgtDA;-;-;2016-07-17/TGEsgtDA
336;336;2016-07-18;TGEgasDA;65.95;19008.00;2016-07-18/TGEgasDA
337;337;2016-07-18;TGEsgtDA;-;-;2016-07-18/TGEsgtDA
338;338;2016-07-19;TGEgasDA;65.97;45408.00;2016-07-19/TGEgasDA
339;339;2016-07-19;TGEsgtDA;-;-;2016-07-19/TGEsgtDA
340;340;2016-07-20;TGEgasDA;65.85;65616.00;2016-07-20/TGEgasDA
341;341;2016-07-20;TGEsgtDA;-;-;2016-07-20/TGEsgtDA
342;342;2016-07-21;TGEgasDA;70.43;26712.00;2016-07-21/TGEgasDA
343;343;2016-07-21;TGEsgtDA;-;-;2016-07-21/TGEsgtDA
344;344;2016-07-22;TGEgasDA;71.44;40872.00;2016-07-22/TGEgasDA
345;345;2016-07-22;TGEsgtDA;-;-;2016-07-22/TGEsgtDA
346;346;2016-07-23;TGEgasDA;71.27;7872.00;2016-07-23/TGEgasDA
347;347;2016-07-23;TGEsgtDA;-;-;2016-07-23/TGEsgtDA
348;348;2016-07-24;TGEgasDA;68.85;5520.00;2016-07-24/TGEgasDA
349;349;2016-07-24;TGEsgtDA;-;-;2016-07-24/TGEsgtDA
350;350;2016-07-25;TGEgasDA;71.89;31920.00;2016-07-25/TGEgasDA
351;351;2016-07-25;TGEsgtDA;-;-;2016-07-25/TGEsgtDA
352;352;2016-07-26;TGEgasDA;72.06;31272.00;2016-07-26/TGEgasDA
353;353;2016-07-26;TGEsgtDA;-;-;2016-07-26/TGEsgtDA
354;354;2016-07-27;TGEgasDA;70.61;35256.00;2016-07-27/TGEgasDA
355;355;2016-07-27;TGEsgtDA;-;-;2016-07-27/TGEsgtDA
356;356;2016-07-28;TGEgasDA;70.55;30456.00;2016-07-28/TGEgasDA
357;357;2016-07-28;TGEsgtDA;-;-;2016-07-28/TGEsgtDA
358;358;2016-07-29;TGEgasDA;70.50;31584.00;2016-07-29/TGEgasDA
359;359;2016-07-29;TGEsgtDA;-;-;2016-07-29/TGEsgtDA
360;360;2016-07-30;TGEgasDA;66.93;4608.00;2016-07-30/TGEgasDA
361;361;2016-07-30;TGEsgtDA;-;-;2016-07-30/TGEsgtDA
362;362;2016-07-31;TGEgasDA;66.48;9216.00;2016-07-31/TGEgasDA
363;363;2016-07-31;TGEsgtDA;-;-;2016-07-31/TGEsgtDA
364;364;2016-08-01;TGEgasDA;67.16;13488.00;2016-08-01/TGEgasDA
365;365;2016-08-01;TGEsgtDA;-;-;2016-08-01/TGEsgtDA
366;366;2016-08-02;TGEgasDA;66.44;14640.00;2016-08-02/TGEgasDA
367;367;2016-08-02;TGEsgtDA;-;-;2016-08-02/TGEsgtDA
368;368;2016-08-03;TGEgasDA;66.16;23736.00;2016-08-03/TGEgasDA
369;369;2016-08-03;TGEsgtDA;-;-;2016-08-03/TGEsgtDA
370;370;2016-08-04;TGEgasDA;65.22;19896.00;2016-08-04/TGEgasDA
371;371;2016-08-04;TGEsgtDA;-;-;2016-08-04/TGEsgtDA
372;372;2016-08-05;TGEgasDA;64.45;13440.00;2016-08-05/TGEgasDA
373;373;2016-08-05;TGEsgtDA;-;-;2016-08-05/TGEsgtDA
374;374;2016-08-06;TGEgasDA;61.73;5976.00;2016-08-06/TGEgasDA
375;375;2016-08-06;TGEsgtDA;-;-;2016-08-06/TGEsgtDA
376;376;2016-08-07;TGEgasDA;57.23;8016.00;2016-08-07/TGEgasDA
377;377;2016-08-07;TGEsgtDA;-;-;2016-08-07/TGEsgtDA
378;378;2016-08-08;TGEgasDA;62.21;17904.00;2016-08-08/TGEgasDA
379;379;2016-08-08;TGEsgtDA;-;-;2016-08-08/TGEsgtDA
380;380;2016-08-09;TGEgasDA;62.87;18816.00;2016-08-09/TGEgasDA
381;381;2016-08-09;TGEsgtDA;-;-;2016-08-09/TGEsgtDA
382;382;2016-08-10;TGEgasDA;63.00;28992.00;2016-08-10/TGEgasDA
383;383;2016-08-10;TGEsgtDA;-;-;2016-08-10/TGEsgtDA
384;384;2016-08-11;TGEgasDA;62.89;29952.00;2016-08-11/TGEgasDA
385;385;2016-08-11;TGEsgtDA;-;-;2016-08-11/TGEsgtDA
386;386;2016-08-12;TGEgasDA;61.16;30384.00;2016-08-12/TGEgasDA
387;387;2016-08-12;TGEsgtDA;-;-;2016-08-12/TGEsgtDA
388;388;2016-08-13;TGEgasDA;59.12;5808.00;2016-08-13/TGEgasDA
389;389;2016-08-13;TGEsgtDA;-;-;2016-08-13/TGEsgtDA
390;390;2016-08-14;TGEgasDA;53.19;5880.00;2016-08-14/TGEgasDA
391;391;2016-08-14;TGEsgtDA;-;-;2016-08-14/TGEsgtDA
392;392;2016-08-15;TGEgasDA;55.76;12240.00;2016-08-15/TGEgasDA
393;393;2016-08-15;TGEsgtDA;-;-;2016-08-15/TGEsgtDA
394;394;2016-08-16;TGEgasDA;56.47;21696.00;2016-08-16/TGEgasDA
395;395;2016-08-16;TGEsgtDA;-;-;2016-08-16/TGEsgtDA
396;396;2016-08-17;TGEgasDA;57.94;26448.00;2016-08-17/TGEgasDA
397;397;2016-08-17;TGEsgtDA;-;-;2016-08-17/TGEsgtDA
398;398;2016-08-18;TGEgasDA;58.25;31464.00;2016-08-18/TGEgasDA
399;399;2016-08-18;TGEsgtDA;-;-;2016-08-18/TGEsgtDA
400;400;2016-08-19;TGEgasDA;58.64;28152.00;2016-08-19/TGEgasDA
401;401;2016-08-19;TGEsgtDA;-;-;2016-08-19/TGEsgtDA
402;402;2016-08-20;TGEgasDA;54.96;7800.00;2016-08-20/TGEgasDA
403;403;2016-08-20;TGEsgtDA;-;-;2016-08-20/TGEsgtDA
404;404;2016-08-21;TGEgasDA;51.39;6504.00;2016-08-21/TGEgasDA
405;405;2016-08-21;TGEsgtDA;-;-;2016-08-21/TGEsgtDA
406;406;2016-08-22;TGEgasDA;58.53;24456.00;2016-08-22/TGEgasDA
407;407;2016-08-22;TGEsgtDA;-;-;2016-08-22/TGEsgtDA
408;408;2016-08-23;TGEgasDA;59.00;26328.00;2016-08-23/TGEgasDA
409;409;2016-08-23;TGEsgtDA;-;-;2016-08-23/TGEsgtDA
410;410;2016-08-24;TGEgasDA;61.74;27648.00;2016-08-24/TGEgasDA
411;411;2016-08-24;TGEsgtDA;-;-;2016-08-24/TGEsgtDA
412;412;2016-08-25;TGEgasDA;60.07;28296.00;2016-08-25/TGEgasDA
413;413;2016-08-25;TGEsgtDA;-;-;2016-08-25/TGEsgtDA
414;414;2016-08-26;TGEgasDA;58.76;27216.00;2016-08-26/TGEgasDA
415;415;2016-08-26;TGEsgtDA;-;-;2016-08-26/TGEsgtDA
416;416;2016-08-27;TGEgasDA;55.36;3816.00;2016-08-27/TGEgasDA
417;417;2016-08-27;TGEsgtDA;-;-;2016-08-27/TGEsgtDA
418;418;2016-08-28;TGEgasDA;51.45;6528.00;2016-08-28/TGEgasDA
419;419;2016-08-28;TGEsgtDA;-;-;2016-08-28/TGEsgtDA
420;420;2016-08-29;TGEgasDA;61.01;22176.00;2016-08-29/TGEgasDA
421;421;2016-08-29;TGEsgtDA;-;-;2016-08-29/TGEsgtDA
422;422;2016-08-30;TGEgasDA;62.40;29304.00;2016-08-30/TGEgasDA
423;423;2016-08-30;TGEsgtDA;-;-;2016-08-30/TGEsgtDA
424;424;2016-08-31;TGEgasDA;62.57;40464.00;2016-08-31/TGEgasDA
425;425;2016-08-31;TGEsgtDA;-;-;2016-08-31/TGEsgtDA
426;426;2016-09-01;TGEgasDA;61.54;11856.00;2016-09-01/TGEgasDA
427;427;2016-09-01;TGEsgtDA;-;-;2016-09-01/TGEsgtDA
428;428;2016-09-02;TGEgasDA;60.52;9432.00;2016-09-02/TGEgasDA
429;429;2016-09-02;TGEsgtDA;-;-;2016-09-02/TGEsgtDA
430;430;2016-09-03;TGEgasDA;58.18;4248.00;2016-09-03/TGEgasDA
431;431;2016-09-03;TGEsgtDA;-;-;2016-09-03/TGEsgtDA
432;432;2016-09-04;TGEgasDA;54.92;5712.00;2016-09-04/TGEgasDA
433;433;2016-09-04;TGEsgtDA;-;-;2016-09-04/TGEsgtDA
434;434;2016-09-05;TGEgasDA;60.41;8856.00;2016-09-05/TGEgasDA
435;435;2016-09-05;TGEsgtDA;-;-;2016-09-05/TGEsgtDA
436;436;2016-09-06;TGEgasDA;60.82;8832.00;2016-09-06/TGEgasDA
437;437;2016-09-06;TGEsgtDA;-;-;2016-09-06/TGEsgtDA
438;438;2016-09-07;TGEgasDA;60.00;11160.00;2016-09-07/TGEgasDA
439;439;2016-09-07;TGEsgtDA;-;-;2016-09-07/TGEsgtDA
440;440;2016-09-08;TGEgasDA;57.92;11568.00;2016-09-08/TGEgasDA
441;441;2016-09-08;TGEsgtDA;-;-;2016-09-08/TGEsgtDA
442;442;2016-09-09;TGEgasDA;54.09;8976.00;2016-09-09/TGEgasDA
443;443;2016-09-09;TGEsgtDA;-;-;2016-09-09/TGEsgtDA
444;444;2016-09-10;TGEgasDA;51.52;2664.00;2016-09-10/TGEgasDA
445;445;2016-09-10;TGEsgtDA;-;-;2016-09-10/TGEsgtDA
446;446;2016-09-11;TGEgasDA;49.61;7584.00;2016-09-11/TGEgasDA
447;447;2016-09-11;TGEsgtDA;-;-;2016-09-11/TGEsgtDA
448;448;2016-09-12;TGEgasDA;52.97;12744.00;2016-09-12/TGEgasDA
449;449;2016-09-12;TGEsgtDA;-;-;2016-09-12/TGEsgtDA
450;450;2016-09-13;TGEgasDA;50.58;8136.00;2016-09-13/TGEgasDA
451;451;2016-09-13;TGEsgtDA;-;-;2016-09-13/TGEsgtDA
452;452;2016-09-14;TGEgasDA;53.16;6192.00;2016-09-14/TGEgasDA
453;453;2016-09-14;TGEsgtDA;-;-;2016-09-14/TGEsgtDA
454;454;2016-09-15;TGEgasDA;56.93;13152.00;2016-09-15/TGEgasDA
455;455;2016-09-15;TGEsgtDA;-;-;2016-09-15/TGEsgtDA
456;456;2016-09-16;TGEgasDA;54.88;11352.00;2016-09-16/TGEgasDA
457;457;2016-09-16;TGEsgtDA;-;-;2016-09-16/TGEsgtDA
458;458;2016-09-17;TGEgasDA;52.19;2664.00;2016-09-17/TGEgasDA
459;459;2016-09-17;TGEsgtDA;-;-;2016-09-17/TGEsgtDA
460;460;2016-09-18;TGEgasDA;51.03;4704.00;2016-09-18/TGEgasDA
461;461;2016-09-18;TGEsgtDA;-;-;2016-09-18/TGEsgtDA
462;462;2016-09-19;TGEgasDA;57.51;6792.00;2016-09-19/TGEgasDA
463;463;2016-09-19;TGEsgtDA;-;-;2016-09-19/TGEsgtDA
464;464;2016-09-20;TGEgasDA;60.08;20592.00;2016-09-20/TGEgasDA
465;465;2016-09-20;TGEsgtDA;-;-;2016-09-20/TGEsgtDA
466;466;2016-09-21;TGEgasDA;62.74;20496.00;2016-09-21/TGEgasDA
467;467;2016-09-21;TGEsgtDA;-;-;2016-09-21/TGEsgtDA
468;468;2016-09-22;TGEgasDA;61.13;26928.00;2016-09-22/TGEgasDA
469;469;2016-09-22;TGEsgtDA;-;-;2016-09-22/TGEsgtDA
470;470;2016-09-23;TGEgasDA;65.83;25392.00;2016-09-23/TGEgasDA
471;471;2016-09-23;TGEsgtDA;-;-;2016-09-23/TGEsgtDA
472;472;2016-09-24;TGEgasDA;62.21;6840.00;2016-09-24/TGEgasDA
473;473;2016-09-24;TGEsgtDA;-;-;2016-09-24/TGEsgtDA
474;474;2016-09-25;TGEgasDA;61.84;9936.00;2016-09-25/TGEgasDA
475;475;2016-09-25;TGEsgtDA;-;-;2016-09-25/TGEsgtDA
476;476;2016-09-26;TGEgasDA;62.35;37920.00;2016-09-26/TGEgasDA
477;477;2016-09-26;TGEsgtDA;-;-;2016-09-26/TGEsgtDA
478;478;2016-09-27;TGEgasDA;64.96;33216.00;2016-09-27/TGEgasDA
479;479;2016-09-27;TGEsgtDA;-;-;2016-09-27/TGEsgtDA
480;480;2016-09-28;TGEgasDA;65.35;48168.00;2016-09-28/TGEgasDA
481;481;2016-09-28;TGEsgtDA;-;-;2016-09-28/TGEsgtDA
482;482;2016-09-29;TGEgasDA;64.73;43536.00;2016-09-29/TGEgasDA
483;483;2016-09-29;TGEsgtDA;-;-;2016-09-29/TGEsgtDA
484;484;2016-09-30;TGEgasDA;65.15;20760.00;2016-09-30/TGEgasDA
485;485;2016-09-30;TGEsgtDA;-;-;2016-09-30/TGEsgtDA
486;486;2016-10-01;TGEgasDA;55.67;8208.00;2016-10-01/TGEgasDA
487;487;2016-10-01;TGEsgtDA;-;-;2016-10-01/TGEsgtDA
488;488;2016-10-02;TGEgasDA;53.21;11808.00;2016-10-02/TGEgasDA
489;489;2016-10-02;TGEsgtDA;-;-;2016-10-02/TGEsgtDA
490;490;2016-10-03;TGEgasDA;56.03;53256.00;2016-10-03/TGEgasDA
491;491;2016-10-03;TGEsgtDA;-;-;2016-10-03/TGEsgtDA
492;492;2016-10-04;TGEgasDA;60.21;31176.00;2016-10-04/TGEgasDA
493;493;2016-10-04;TGEsgtDA;-;-;2016-10-04/TGEsgtDA
494;494;2016-10-05;TGEgasDA;61.10;20808.00;2016-10-05/TGEgasDA
495;495;2016-10-05;TGEsgtDA;-;-;2016-10-05/TGEsgtDA
496;496;2016-10-06;TGEgasDA;67.00;44280.00;2016-10-06/TGEgasDA
497;497;2016-10-06;TGEsgtDA;-;-;2016-10-06/TGEsgtDA
498;498;2016-10-07;TGEgasDA;71.14;50472.00;2016-10-07/TGEgasDA
499;499;2016-10-07;TGEsgtDA;-;-;2016-10-07/TGEsgtDA
500;500;2016-10-08;TGEgasDA;71.36;13080.00;2016-10-08/TGEgasDA
501;501;2016-10-08;TGEsgtDA;-;-;2016-10-08/TGEsgtDA
502;502;2016-10-09;TGEgasDA;71.91;15384.00;2016-10-09/TGEgasDA
503;503;2016-10-09;TGEsgtDA;-;-;2016-10-09/TGEsgtDA
504;504;2016-10-10;TGEgasDA;73.50;66432.00;2016-10-10/TGEgasDA
505;505;2016-10-10;TGEsgtDA;-;-;2016-10-10/TGEsgtDA
506;506;2016-10-11;TGEgasDA;70.39;69984.00;2016-10-11/TGEgasDA
507;507;2016-10-11;TGEsgtDA;-;-;2016-10-11/TGEsgtDA
508;508;2016-10-12;TGEgasDA;72.14;83496.00;2016-10-12/TGEgasDA
509;509;2016-10-12;TGEsgtDA;-;-;2016-10-12/TGEsgtDA
510;510;2016-10-13;TGEgasDA;73.59;90864.00;2016-10-13/TGEgasDA
511;511;2016-10-13;TGEsgtDA;-;-;2016-10-13/TGEsgtDA
512;512;2016-10-14;TGEgasDA;73.33;81456.00;2016-10-14/TGEgasDA
513;513;2016-10-14;TGEsgtDA;-;-;2016-10-14/TGEsgtDA
514;514;2016-10-15;TGEgasDA;73.45;5040.00;2016-10-15/TGEgasDA
515;515;2016-10-15;TGEsgtDA;-;-;2016-10-15/TGEsgtDA
516;516;2016-10-16;TGEgasDA;71.56;10728.00;2016-10-16/TGEgasDA
517;517;2016-10-16;TGEsgtDA;-;-;2016-10-16/TGEsgtDA
518;518;2016-10-17;TGEgasDA;73.92;69048.00;2016-10-17/TGEgasDA
519;519;2016-10-17;TGEsgtDA;-;-;2016-10-17/TGEsgtDA
520;520;2016-10-18;TGEgasDA;74.85;84192.00;2016-10-18/TGEgasDA
521;521;2016-10-18;TGEsgtDA;-;-;2016-10-18/TGEsgtDA
522;522;2016-10-19;TGEgasDA;76.31;72024.00;2016-10-19/TGEgasDA
523;523;2016-10-19;TGEsgtDA;-;-;2016-10-19/TGEsgtDA
524;524;2016-10-20;TGEgasDA;78.57;67128.00;2016-10-20/TGEgasDA
525;525;2016-10-20;TGEsgtDA;-;-;2016-10-20/TGEsgtDA
526;526;2016-10-21;TGEgasDA;79.82;66840.00;2016-10-21/TGEgasDA
527;527;2016-10-21;TGEsgtDA;-;-;2016-10-21/TGEsgtDA
528;528;2016-10-22;TGEgasDA;77.95;12672.00;2016-10-22/TGEgasDA
529;529;2016-10-22;TGEsgtDA;-;-;2016-10-22/TGEsgtDA
530;530;2016-10-23;TGEgasDA;77.07;12048.00;2016-10-23/TGEgasDA
531;531;2016-10-23;TGEsgtDA;-;-;2016-10-23/TGEsgtDA
532;532;2016-10-24;TGEgasDA;77.41;64296.00;2016-10-24/TGEgasDA
533;533;2016-10-24;TGEsgtDA;-;-;2016-10-24/TGEsgtDA
534;534;2016-10-25;TGEgasDA;80.46;55992.00;2016-10-25/TGEgasDA
535;535;2016-10-25;TGEsgtDA;-;-;2016-10-25/TGEsgtDA
536;536;2016-10-26;TGEgasDA;80.57;65232.00;2016-10-26/TGEgasDA
537;537;2016-10-26;TGEsgtDA;-;-;2016-10-26/TGEsgtDA
538;538;2016-10-27;TGEgasDA;80.88;77088.00;2016-10-27/TGEgasDA
539;539;2016-10-27;TGEsgtDA;-;-;2016-10-27/TGEsgtDA
540;540;2016-10-28;TGEgasDA;80.75;70296.00;2016-10-28/TGEgasDA
541;541;2016-10-28;TGEsgtDA;-;-;2016-10-28/TGEsgtDA
542;542;2016-10-29;TGEgasDA;79.87;10425.00;2016-10-29/TGEgasDA
543;543;2016-10-29;TGEsgtDA;-;-;2016-10-29/TGEsgtDA
544;544;2016-10-30;TGEgasDA;78.07;13536.00;2016-10-30/TGEgasDA
545;545;2016-10-30;TGEsgtDA;-;-;2016-10-30/TGEsgtDA
546;546;2016-10-31;TGEgasDA;79.31;77832.00;2016-10-31/TGEgasDA
547;547;2016-10-31;TGEsgtDA;-;-;2016-10-31/TGEsgtDA
548;548;2016-11-01;TGEgasDA;78.97;68328.00;2016-11-01/TGEgasDA
549;549;2016-11-01;TGEsgtDA;-;-;2016-11-01/TGEsgtDA
550;550;2016-11-02;TGEgasDA;81.87;74568.00;2016-11-02/TGEgasDA
551;551;2016-11-02;TGEsgtDA;-;-;2016-11-02/TGEsgtDA
552;552;2016-11-03;TGEgasDA;84.53;95016.00;2016-11-03/TGEgasDA
553;553;2016-11-03;TGEsgtDA;-;-;2016-11-03/TGEsgtDA
554;554;2016-11-04;TGEgasDA;87.89;122088.00;2016-11-04/TGEgasDA
555;555;2016-11-04;TGEsgtDA;-;-;2016-11-04/TGEsgtDA
556;556;2016-11-05;TGEgasDA;83.17;22824.00;2016-11-05/TGEgasDA
557;557;2016-11-05;TGEsgtDA;-;-;2016-11-05/TGEsgtDA
558;558;2016-11-06;TGEgasDA;82.66;6432.00;2016-11-06/TGEgasDA
559;559;2016-11-06;TGEsgtDA;-;-;2016-11-06/TGEsgtDA
560;560;2016-11-07;TGEgasDA;84.61;89040.00;2016-11-07/TGEgasDA
561;561;2016-11-07;TGEsgtDA;-;-;2016-11-07/TGEsgtDA
562;562;2016-11-08;TGEgasDA;84.60;101952.00;2016-11-08/TGEgasDA
563;563;2016-11-08;TGEsgtDA;-;-;2016-11-08/TGEsgtDA
564;564;2016-11-09;TGEgasDA;80.46;124512.00;2016-11-09/TGEgasDA
565;565;2016-11-09;TGEsgtDA;-;-;2016-11-09/TGEsgtDA
566;566;2016-11-10;TGEgasDA;82.52;133896.00;2016-11-10/TGEgasDA
567;567;2016-11-10;TGEsgtDA;-;-;2016-11-10/TGEsgtDA
568;568;2016-11-11;TGEgasDA;83.99;109920.00;2016-11-11/TGEgasDA
569;569;2016-11-11;TGEsgtDA;-;-;2016-11-11/TGEsgtDA
570;570;2016-11-12;TGEgasDA;85.00;12288.00;2016-11-12/TGEgasDA
571;571;2016-11-12;TGEsgtDA;-;-;2016-11-12/TGEsgtDA
572;572;2016-11-13;TGEgasDA;86.11;13584.00;2016-11-13/TGEgasDA
573;573;2016-11-13;TGEsgtDA;-;-;2016-11-13/TGEsgtDA
574;574;2016-11-14;TGEgasDA;87.00;123240.00;2016-11-14/TGEgasDA
575;575;2016-11-14;TGEsgtDA;-;-;2016-11-14/TGEsgtDA
576;576;2016-11-15;TGEgasDA;83.52;146136.00;2016-11-15/TGEgasDA
577;577;2016-11-15;TGEsgtDA;-;-;2016-11-15/TGEsgtDA
578;578;2016-11-16;TGEgasDA;83.28;116448.00;2016-11-16/TGEgasDA
579;579;2016-11-16;TGEsgtDA;-;-;2016-11-16/TGEsgtDA
580;580;2016-11-17;TGEgasDA;84.26;108168.00;2016-11-17/TGEgasDA
581;581;2016-11-17;TGEsgtDA;-;-;2016-11-17/TGEsgtDA
582;582;2016-11-18;TGEgasDA;81.45;71136.00;2016-11-18/TGEgasDA
583;583;2016-11-18;TGEsgtDA;-;-;2016-11-18/TGEsgtDA
584;584;2016-11-19;TGEgasDA;83.75;19392.00;2016-11-19/TGEgasDA
585;585;2016-11-19;TGEsgtDA;-;-;2016-11-19/TGEsgtDA
586;586;2016-11-20;TGEgasDA;82.81;5280.00;2016-11-20/TGEgasDA
587;587;2016-11-20;TGEsgtDA;-;-;2016-11-20/TGEsgtDA
588;588;2016-11-21;TGEgasDA;84.57;43848.00;2016-11-21/TGEgasDA
589;589;2016-11-21;TGEsgtDA;-;-;2016-11-21/TGEsgtDA
590;590;2016-11-22;TGEgasDA;81.41;53136.00;2016-11-22/TGEgasDA
591;591;2016-11-22;TGEsgtDA;-;-;2016-11-22/TGEsgtDA
592;592;2016-11-23;TGEgasDA;82.33;55848.00;2016-11-23/TGEgasDA
593;593;2016-11-23;TGEsgtDA;-;-;2016-11-23/TGEsgtDA
594;594;2016-11-24;TGEgasDA;82.95;74640.00;2016-11-24/TGEgasDA
595;595;2016-11-24;TGEsgtDA;-;-;2016-11-24/TGEsgtDA
596;596;2016-11-25;TGEgasDA;83.09;82344.00;2016-11-25/TGEgasDA
597;597;2016-11-25;TGEsgtDA;-;-;2016-11-25/TGEsgtDA
598;598;2016-11-26;TGEgasDA;83.66;15696.00;2016-11-26/TGEgasDA
599;599;2016-11-26;TGEsgtDA;-;-;2016-11-26/TGEsgtDA
600;600;2016-11-27;TGEgasDA;83.40;18312.00;2016-11-27/TGEgasDA
601;601;2016-11-27;TGEsgtDA;-;-;2016-11-27/TGEsgtDA
602;602;2016-11-28;TGEgasDA;83.96;108120.00;2016-11-28/TGEgasDA
603;603;2016-11-28;TGEsgtDA;-;-;2016-11-28/TGEsgtDA
604;604;2016-11-29;TGEgasDA;84.97;146112.00;2016-11-29/TGEgasDA
605;605;2016-11-29;TGEsgtDA;-;-;2016-11-29/TGEsgtDA
606;606;2016-11-30;TGEgasDA;85.48;152328.00;2016-11-30/TGEgasDA
607;607;2016-11-30;TGEsgtDA;-;-;2016-11-30/TGEsgtDA
608;608;2016-12-01;TGEgasDA;85.34;89856.00;2016-12-01/TGEgasDA
609;609;2016-12-01;TGEsgtDA;-;-;2016-12-01/TGEsgtDA
610;610;2016-12-02;TGEgasDA;85.05;102024.00;2016-12-02/TGEgasDA
611;611;2016-12-02;TGEsgtDA;-;-;2016-12-02/TGEsgtDA
612;612;2016-12-03;TGEgasDA;85.27;7920.00;2016-12-03/TGEgasDA
613;613;2016-12-03;TGEsgtDA;-;-;2016-12-03/TGEsgtDA
614;614;2016-12-04;TGEgasDA;84.14;10320.00;2016-12-04/TGEgasDA
615;615;2016-12-04;TGEsgtDA;-;-;2016-12-04/TGEsgtDA
616;616;2016-12-05;TGEgasDA;85.04;112704.00;2016-12-05/TGEgasDA
617;617;2016-12-05;TGEsgtDA;-;-;2016-12-05/TGEsgtDA
618;618;2016-12-06;TGEgasDA;84.60;124344.00;2016-12-06/TGEgasDA
619;619;2016-12-06;TGEsgtDA;-;-;2016-12-06/TGEsgtDA
620;620;2016-12-07;TGEgasDA;81.46;128952.00;2016-12-07/TGEgasDA
621;621;2016-12-07;TGEsgtDA;-;-;2016-12-07/TGEsgtDA
622;622;2016-12-08;TGEgasDA;79.38;80280.00;2016-12-08/TGEgasDA
623;623;2016-12-08;TGEsgtDA;-;-;2016-12-08/TGEsgtDA
624;624;2016-12-09;TGEgasDA;78.15;70896.00;2016-12-09/TGEgasDA
625;625;2016-12-09;TGEsgtDA;-;-;2016-12-09/TGEsgtDA
626;626;2016-12-10;TGEgasDA;80.76;11208.00;2016-12-10/TGEgasDA
627;627;2016-12-10;TGEsgtDA;-;-;2016-12-10/TGEsgtDA
628;628;2016-12-11;TGEgasDA;79.72;13776.00;2016-12-11/TGEgasDA
629;629;2016-12-11;TGEsgtDA;-;-;2016-12-11/TGEsgtDA
630;630;2016-12-12;TGEgasDA;82.00;71904.00;2016-12-12/TGEgasDA
631;631;2016-12-12;TGEsgtDA;-;-;2016-12-12/TGEsgtDA
632;632;2016-12-13;TGEgasDA;84.62;101160.00;2016-12-13/TGEgasDA
633;633;2016-12-13;TGEsgtDA;-;-;2016-12-13/TGEsgtDA
634;634;2016-12-14;TGEgasDA;83.60;127128.00;2016-12-14/TGEgasDA
635;635;2016-12-14;TGEsgtDA;-;-;2016-12-14/TGEsgtDA
636;636;2016-12-15;TGEgasDA;83.11;139176.00;2016-12-15/TGEgasDA
637;637;2016-12-15;TGEsgtDA;-;-;2016-12-15/TGEsgtDA
638;638;2016-12-16;TGEgasDA;83.94;146520.00;2016-12-16/TGEgasDA
639;639;2016-12-16;TGEsgtDA;-;-;2016-12-16/TGEsgtDA
640;640;2016-12-17;TGEgasDA;83.36;16008.00;2016-12-17/TGEgasDA
641;641;2016-12-17;TGEsgtDA;-;-;2016-12-17/TGEsgtDA
642;642;2016-12-18;TGEgasDA;82.95;7008.00;2016-12-18/TGEgasDA
643;643;2016-12-18;TGEsgtDA;-;-;2016-12-18/TGEsgtDA
644;644;2016-12-19;TGEgasDA;84.93;107496.00;2016-12-19/TGEgasDA
645;645;2016-12-19;TGEsgtDA;-;-;2016-12-19/TGEsgtDA
646;646;2016-12-20;TGEgasDA;84.01;116160.00;2016-12-20/TGEgasDA
647;647;2016-12-20;TGEsgtDA;-;-;2016-12-20/TGEsgtDA
648;648;2016-12-21;TGEgasDA;85.32;102216.00;2016-12-21/TGEgasDA
649;649;2016-12-21;TGEsgtDA;-;-;2016-12-21/TGEsgtDA
650;650;2016-12-22;TGEgasDA;84.93;101688.00;2016-12-22/TGEgasDA
651;651;2016-12-22;TGEsgtDA;-;-;2016-12-22/TGEsgtDA
652;652;2016-12-23;TGEgasDA;85.85;93984.00;2016-12-23/TGEgasDA
653;653;2016-12-23;TGEsgtDA;-;-;2016-12-23/TGEsgtDA
654;654;2016-12-24;TGEgasDA;85.72;32544.00;2016-12-24/TGEgasDA
655;655;2016-12-24;TGEsgtDA;-;-;2016-12-24/TGEsgtDA
656;656;2016-12-25;TGEgasDA;83.57;6408.00;2016-12-25/TGEgasDA
657;657;2016-12-25;TGEsgtDA;-;-;2016-12-25/TGEsgtDA
658;658;2016-12-26;TGEgasDA;85.16;40968.00;2016-12-26/TGEgasDA
659;659;2016-12-26;TGEsgtDA;-;-;2016-12-26/TGEsgtDA
660;660;2016-12-27;TGEgasDA;86.00;68592.00;2016-12-27/TGEgasDA
661;661;2016-12-27;TGEsgtDA;-;-;2016-12-27/TGEsgtDA
662;662;2016-12-28;TGEgasDA;87.08;117096.00;2016-12-28/TGEgasDA
663;663;2016-12-28;TGEsgtDA;-;-;2016-12-28/TGEsgtDA
664;664;2016-12-29;TGEgasDA;88.93;129552.00;2016-12-29/TGEgasDA
665;665;2016-12-29;TGEsgtDA;-;-;2016-12-29/TGEsgtDA
666;666;2016-12-30;TGEgasDA;91.02;128088.00;2016-12-30/TGEgasDA
